GeneSymbol	Mix1	Mix2	Mix3	Mix4	Mix5
HUWE1	515.231101021	518.912639702	418.749346036	436.613318236	366.003817953
HYAL1	45.8083468989	44.6102721024	47.1169133314	57.6767376467	63.3689913204
HYAL2	219.250835985	243.99101154	252.896416941	258.46394012	321.721024282
HYAL3	57.4994000591	59.0269147714	56.6602670497	78.2646281521	75.2345264459
HYAL4	22.4434831388	25.4652384663	19.5601007262	24.7521661954	25.063310048599998
HYDIN	55.7685717004	46.4169164804	30.2928555445	54.6881938231	38.476723091
HYI	359.508226107	400.653458007	311.73428184	305.970908742	291.454255058
HYMAI	96.6171504525	104.790581367	109.3688845192	167.9460104925	210.04730185
HYOU1	2050.423687878	2239.11876615	2060.959027572	1599.595733741	1375.806641708
IAPP	18.25859038378	20.51017571393	13.11999612354	15.42506555901	12.32136865925
IARS	2326.856561679	2515.12658896	2548.137390595	2268.4729324975	1778.865092419
IARS2	1327.379567806	1224.404763459	1244.637358359	966.844818404	986.658792695
IBSP	33.2037101957	42.1045641001	35.86692844995	52.38495140325	67.5998133663
IBTK	428.605330564	456.745118215	485.079671285	318.9150066242	370.327806375
ICA1	286.207493358	183.577990678	277.633047005	195.710937484	225.25823731
ICAM1	347.459624494	580.978776325	857.700709926	547.219987222	1408.378516946
ICAM2	2687.35943023	2749.4782967128	1685.5381101164	1590.0650611394	704.4495132236
ICAM3	3649.4828049778	3461.4977683484	2788.7143168606	4502.8437984577	3965.4924937376
ICAM4	82.836832667	101.1145191807	84.8579723243	102.8290304219	93.4812414328
ICAM5	132.505325978	146.417763649	130.215847592	158.965001435	172.970997429
ICK	92.1549143082	104.7011726582	108.2842303232	78.1684152181	84.5452790486
ICMT	448.640250155	449.85080344	471.329837743	412.840261934	427.465778971
ICOS	700.28617254535	435.64473613311	534.89998728808	82.43800808251	109.3523748842
ICOSLG	72.2268222936	78.7988873393	73.4919912898	85.959770144	115.4599590088
ICT1	341.0827278614	356.680882628	404.856583633	205.2237110545	246.72013797
ID1	136.8491847748	135.2887487211	115.227778452	135.7206801667	121.3057566125
ID2	1548.546273724	1581.678002258	4282.409002856	1703.080443556	2805.418457418
ID3	330.2241720976	314.1760448568	250.6841680111	217.4321613284	225.5718841287
ID4	61.3747507495	71.6864192074	42.5924811026	66.9372045076	51.5781178958
IDE	879.813909447	836.079184403	445.873939164	774.152382008	439.020992157
IDH1	655.893526242	1172.9677916590001	1905.181373227	1682.089610534	3013.642195203
IDH2	1368.5558544694	1587.593081298	1600.16736737	905.4853647101	1064.88051461
IDH3A	499.235101296	507.5745918	461.031500635	371.563728623	358.069671305
IDH3B	1403.179568301	1335.323945423	1132.809054894	1138.779854826	933.683368335
IDH3G	910.113665467	983.263961216	1012.260367221	767.739477215	880.922269341
IDI1	1868.285257756	1816.7745025	2399.462913728	2527.070388796	2477.710839246
IDI2-AS1	251.5322580101	230.385072162	137.7962639863	309.4540829371	215.0279243725
IDO1	531.6521243681	1342.9315218282	1882.1946874743	1037.1769915859	3827.4687306123
IDS	577.844749487	616.096356792	667.108113648	917.815269483	1050.763163415
IDUA	215.6817745308	224.517785995	171.2791151478	159.7495043006	148.8047293738
IER2	7625.65418531	6636.70414443	6683.4559126	7695.73885561	6095.30938309
IER3	623.925744758	1196.898115562	2565.968027512	2404.033519621	4029.481979579
IER5	2339.723116476	1950.235177852	2732.415816624	2687.551505462	2643.31618789
IFFO1	890.739549503	933.726965134	927.575857831	906.405902842	1047.991515343
IFI16	2929.71581047	2992.183681444	3523.145093224	2101.530034316	2076.505369486
IFI27	249.7546147696	773.6440537139	1042.8013725392	391.1483649156	2121.6375330377
IFI30	1362.2171794261	2855.5043550766	6446.0530299278	4329.5248472655	11238.3276888222
IFI35	676.909778424	972.609785287	1172.105741221	624.103838136	1263.976246122
IFI44	547.732936691	741.049502025	1132.798631519	418.949079791	1062.876117046
IFI44L	290.2696942175	629.7466450056	812.9681445082	201.0903547597	1044.7883863152
IFI6	333.811321698	453.102395583	696.428261265	503.4188801664	779.455177748
IFIH1	350.46006641500003	507.872080994	608.328603521	448.773444775	909.745198334
IFIT1	98.66571354106	252.5107671603	369.70586192928	574.29877530866	1031.3993899382
IFIT2	412.700695256	480.002233247	528.696261921	955.992127365	1280.695636208
IFIT3	486.350489648	662.162549126	874.062235585	1187.969509248	1875.426365325
IFIT5	371.03769775	382.960328525	419.223390256	435.595277318	497.430080963
IFITM1	7076.3329206	6728.617839975	9896.916452376	5896.014330301	7419.804506817
IFITM2	3717.404779685	3978.867037475	6499.374681885	6394.375083322	8070.38243715
IFNA1	52.6020091839	51.1100213399	26.0724309094	52.1014573517	37.7048593233
IFNA10	52.98235541375	39.41054304218	21.52222058691	43.06720172434	18.83194012709
IFNA16	183.6011128593	148.1047710828	99.694924569	173.1232960299	106.6345718693
IFNA2	9.18702951808	11.28558035763	18.86143349392	7.76113354457	13.77778971028
IFNA21	14.39636501985	14.33890700675	12.35961054385	14.57356559353	11.5531638544
IFNA5	185.7625057129	171.6089449458	97.613326069	167.0055351798	101.4796304553
IFNA6	59.5272378948	62.40741223914	60.92903656737	69.45396917542	72.31021887098
IFNA8	24.9533363297	25.04588454756	21.13137705324	26.74919058548	25.33685092978
IFNAR1	236.3541835511	248.366647325	180.7454052397	292.733465016	278.9912600988
IFNAR2	589.297400772	694.996153057	679.299146727	482.570700103	636.66919761
IFNB1	18.73701468837	19.47173729398	14.25133919957	18.15165342545	14.13605683404
IFNG	621.272623196	781.5629804708	932.5260690283	223.0329920753	199.4723034361
IFNGR1	975.535458731	1422.096873622	1785.37526162	2570.842947705	3535.187382096
IFNGR2	2104.234941246	2375.930302787	1928.581379627	3435.145287167	4163.053193047
IFNW1	51.0850954531	49.568909219	32.7874891888	66.6288071037	60.0506961186
IFRD1	511.581732544	664.779317549	442.810285687	1482.638021321	1649.063724956
IFRD2	960.351515474	898.316801001	656.204256039	810.61833953	535.701522309
IFT122	31.294025719	44.6407742457	55.7712906514	38.7563575493	65.0158164269
IFT140	65.9931654669	56.40515630418	45.873883636	58.83232321348	50.31884555236
IFT20	825.992960086	942.39270518	529.332864301	704.880791218	504.851616174
IFT27	319.251118856	348.154684071	286.9883787	263.830901677	259.462108958
IFT46	391.735269658	418.934642349	345.206072802	370.716650677	349.015501202
IFT52	907.971697339	834.665211109	526.500160665	887.416153547	573.387333252
IFT57	1089.7951366547	822.2750732278	259.5424543815	870.974338064	212.9979804613
IFT74	24.31102214465	35.59975343714	18.31939416561	21.95988651027	20.53197171282
IFT81	81.0809839152	77.9917773376	49.1111369394	89.9654843061	69.6710800168
IFT88	575.794147391	518.118041584	398.966308405	562.232147118	401.495139402
IGBP1	2129.848352729	2195.931809412	1454.718920979	1435.091658327	1017.88254373
IGF1	203.6260101249	220.0272190254	169.045271454	175.0135051597	400.8684636952
IGF1R	191.4827638199	253.9580456337	255.7844733446	267.5140573042	319.4749447718
IGF2AS	27.7508702394	28.5376614332	29.929146855	33.3518097271	35.3865082261
IGF2BP3	103.6985900508	116.8520037237	74.4242491649	189.626591557	152.5008576989
IGF2R	666.929259003	833.660542169	1738.27048429	1052.992812686	1828.341474221
IGFALS	125.3816445419	148.5185626434	104.3618596294	167.4921314384	168.1253125111
IGFBP1	62.78869492646	47.50791261358	41.14789528862	57.10499491619	37.90205382232
IGFBP2	89.0153411419	169.5846447163	154.4653226646	32.3602886805	95.6440921067
IGFBP3	131.438041737	116.7141998849	79.6013914719	114.2316306829	85.0306533398
IGFBP4	164.7977833452	359.4825452473	498.3918412293	49.7804159645	822.1020387037
IGFBP5	79.1096358414	80.9177564247	65.94409195	82.7584475225	71.0802106035
IGFBP6	109.4410060837	122.6935244657	74.6059808549	130.0271240656	120.0529307955
IGFBP7	112.27572534118	244.2954689428	738.17668366209	179.24831901623	467.9324754766
IGHD	4934.9229318747	5935.2543436035	239.3391369333	3774.1659915425	92.4591225172
IGHE	646.7546185485	922.1822897096	69.9477350556	416.7652304929	33.4899332392
IGHM	10412.6283769813	10297.1100093254	562.1560334625	8045.2005173896	213.1486204143
IGHMBP2	588.202025399	565.558368811	386.627384912	582.86653149000006	418.747138526
IGHV1-2	2166.6210357878	2757.6102224794	271.9867465137	1485.7235477787	117.5851923155
IGHV1-46	1333.17777365921	1928.0113387886	112.82030286976	833.54854978752	16.61011186043
IGHV1-69	4777.8409092698	5922.2078147835	324.0362738681	3484.0878850485	81.9802276026
IGHV3-23	3975.6681656766	4889.9900079899	258.2866740486	2878.4971965161	74.7101632826
IGHV3-72	790.4970412309	1140.41255862626	67.79211277799	497.89509730508	15.9302153327
IGHV3-73	117.83407668845	170.79332287212	13.41916177817	73.97692228038	4.64231460141
IGHV3-9	3675.2852948404	4661.7875771811	252.5325183464	2510.6015076587	54.6087332557
IGHV4-31	1502.7674441855	2000.2490500474	282.513783054	1120.1238719482	285.5401242646
IGHV4-34	1312.2863473677	1595.525479447	165.8330850199	965.0808208708	106.0682818962
IGJ	6314.08508337309	5916.78158177936	353.42672956156	4331.2312874585	42.8532965254
IGKC	15007.1508406242	12599.4318596114	811.840830995	11577.8680130677	369.1549548416
IGKV1-37	359.13844841052	460.04614520987	33.96691556292	248.63496670143	18.96416462449
IGKV1D-8	999.837043928	1274.2005547754	103.5346250597	679.9751125281	39.8937611152
