GeneSymbol	Mix1	Mix2	Mix3	Mix4	Mix5
CDK12	264.144106713	292.178307854	342.89546263	258.739970022	290.899227402
CDK13	465.09236897	451.718035552	419.215990817	411.997440938	337.473471966
CDK14	446.4818763338	360.353687123	151.4248877832	466.540155998	241.1681327368
CDK16	359.346120811	396.884767613	316.283757092	372.467750402	398.251770905
CDK17	524.636447032	508.933995477	489.420740934	599.338952039	533.396711678
CDK18	87.95230344346	103.54045208591	93.69402337983	87.564668086	117.26708998227
CDK19	354.127521603	396.430179587	519.417360932	508.691201867	636.896023489
CDK2	554.168026265	579.118816843	463.100369783	483.053795829	403.662127635
CDK20	208.8067974755	202.3649330053	130.1661282545	224.6509998787	169.8348170354
CDK2AP1	917.4082898	1235.378272541	1321.863951779	1734.135013038	2183.469646368
CDK2AP2	405.5856078842	424.142311777	615.654273577	211.8829097732	243.922233411
CDK3	204.385483136	197.474995173	160.700424915	214.694979804	194.817134484
CDK4	1541.004075335	1674.208420194	1294.406656855	1321.999884446	1114.498317243
CDK5	180.2426073495	243.9088098474	283.0432308745	180.0780033237	273.08879900110003
CDK5R1	97.2289600718	71.3326833225	106.5030539443	83.5442073519	81.3090280765
CDK5R2	31.25648620095	36.18859149021	21.48611344294	26.82629695383	18.47606786482
CDK5RAP1	672.861644594	635.563537403	573.823356107	492.034012501	421.423319678
CDK5RAP2	499.938856522	506.817350673	485.684505875	467.494123636	479.961529512
CDK5RAP3	3213.315437445	3127.004136928	1729.886486534	2649.536650453	1441.357532863
CDK6	42.2139128749	33.7214342147	75.0577352748	35.0389138143	39.4409904108
CDK7	312.6705452914	351.2592096102	417.6646452788	361.2452410664	504.89010152
CDK9	319.03968256	306.709743297	328.702874993	289.239696642	321.356469859
CDKAL1	56.82180569992	52.43298664774	40.95820210096	32.90782711923	34.26864925364
CDKL1	20.6212497639	20.5513910588	29.7190086932	21.7533001562	22.8427616865
CDKL2	37.82092396507	30.92537173734	38.91579788713	27.57648179329	33.3389717187
CDKL3	189.0538171723	195.1908645983	157.2355060934	172.933217191	151.5609307036
CDKL5	15.12019930414	17.40847496522	17.17248298982	12.50265876776	16.11329312205
CDKN1A	488.2789482163	1000.7779669078	1400.7965413996	1240.4239435865	2956.2120554331
CDKN1B	2879.578036809	2545.711586842	2093.203232945	2433.357372774	1898.575380267
CDKN1C	33.31452313632	62.94993685152	88.12138392368	31.85313931128	90.04608263442
CDKN2A	110.6478738559	122.6434025964	102.778819111	155.6492684791	142.1941596787
CDKN2AIP	670.206663011	668.792053575	513.126518198	566.931839112	484.508582417
CDKN2B	7.59174592081	8.91086239797	8.61697213305	7.83810040253	9.11469244207
CDKN2B-AS1	815.290626866	730.683987034	324.562954137	816.153827518	419.541896025
CDKN2C	141.1613100188	154.56195801	185.0132073226	124.1071968535	144.3932389412
CDKN2D	440.2553829354	326.8047099562	291.0893897075	617.2348468481	499.7351606533
CDKN3	297.981036061	308.671351607	219.474151121	247.612632926	189.026774518
CDO1	193.6796289205	177.3433714142	123.3634267105	184.4830483553	123.8106976138
CDON	18.5458135636	24.5630370918	27.5634334157	15.3288084278	30.763890119
CDR1	16.31962460284	15.8393044994	14.14268177646	12.64260958747	8.57420111971
CDR2	1086.1222347072	1045.854704468	772.088972118	564.9915291124	571.326313102
CDR2L	18.75114114628	30.8756369022	46.44235200846	29.19285892452	133.5128998787
CDS1	6.91067296152	6.48018152847	13.361094820870001	6.73005493078	11.40420100722
CDS2	529.131420739	557.456258678	552.73874283	706.54655072	839.211916944
CDSN	25.2239503872	24.4769916433	24.4114004787	26.7374934527	25.8901013431
CDT1	106.8308184407	113.55520277368	109.774281065	64.16735403588	53.17086363716
CDV3	950.090202196	1016.456882124	770.397352856	820.122611322	798.961985697
CDX1	41.4528177383	47.1571132935	27.5868360109	44.6401183912	34.1461520224
CDX2	18.49521571887	15.11680349527	24.77392967772	16.70028902587	21.6132996821
CDX4	21.17120992006	27.0619024704	19.59295229906	19.6473531807	20.95284710236
CDYL	92.5889433847	136.5957900742	204.7074173647	114.8918757304	218.6680018111
CEACAM1	208.688229119	245.9203359226	187.7917616544	408.3678408699	388.5045804689
CEACAM21	214.0952598936	222.9633418878	184.3335083502	148.6449644192	126.5343153059
CEACAM3	79.885767515	105.3818331022	137.4319400555	442.4118911147	531.861219213
CEACAM4	165.8958485597	175.1403542476	229.3217821935	358.1726935673	432.9094672306
CEACAM5	653.809909917	579.698061676	258.336371538	677.01305336	379.387427536
CEACAM6	216.6682330876	237.1810575938	236.2234504352	288.927827825	238.0781333097
CEACAM7	73.7558075114	72.2116737435	50.1316618969	69.238525146	50.860394358
CEACAM8	79.53862161929	158.68657820915	244.12317079161	381.0655440199	325.86199089712
CEBPA	376.390807176	481.0564151547	1142.4220849712	436.333623491	1671.6667523829
CEBPB	2372.373052066	3543.583752788	6270.061286604	7775.124754098	11372.589084766
CEBPD	701.1371751981	1377.1953200498	3670.1569067207	2897.2176638665	4708.4488970028
CEBPE	142.294748628	177.472860618	146.04511516	251.468030742	273.0449462308
CEBPG	342.1898842096	394.3282116439	506.7681665407	307.8329003806	427.1494500503
CEBPZ	749.4654763984	772.658095656	997.836207792	673.4769474451	898.727206639
CECR1	3913.817621148	4674.745004858	4448.827940818	2829.742523316	5257.392603846
CECR5	731.143950413	800.352353537	770.582546704	540.245382455	596.575731861
CEL	14.5386630089	17.0437065713	15.3222431069	12.9399150696	15.4457609913
CELA2A	21.0373133236	22.8834210832	28.548808169	33.04636987847	35.2824301532
CELA2B	67.0113439246	75.8857664406	71.4452144007	73.3147881547	89.6910575509
CELA3A	420.919519972	378.725424127	190.138456248	417.003632517	234.362009662
CELA3B	59.7036155097	62.2170971696	67.9383774087	62.6154893016	78.1941071449
CELF1	152.2926304647	131.927388934	166.3969261571	145.5609240564	145.177647313
CELF2	1528.271332146	1412.172655108	1577.451026138	1691.607385838	1615.42433478
CELF3	97.6012756856	97.830001242	75.272014558	102.3680100485	89.6086525244
CELP	30.536631671	31.7999911806	23.40464264657	27.82818659611	23.56589014505
CELSR1	35.10664141874	32.17495857056	28.7017848266	33.9561704713	32.33405886506
CELSR2	194.849263081	194.332984758	176.6941335408	182.53797316040001	160.0529764406
CELSR3	114.0919252959	106.9846441291	93.2402698746	100.4370702381	88.3753995069
CEMP1	34.3872678156	39.59469004691	51.57969098301	26.99655601647	39.33066281911
CEND1	282.709767934	291.23446297	205.506378211	293.77354428	248.108483048
CENPA	135.4995780294	144.8665996337	107.090283417	107.1066311518	82.996139132
CENPB	203.802875461	200.259955266	219.5929650478	129.6784351827	169.8293331226
CENPC1	608.725847566	618.249125891	543.311267924	740.415415746	748.777506476
CENPE	57.35634868533	61.54928661946	46.09336098087	50.54641435311	37.659721425
CENPF	157.7318336149	162.9063197485	137.2480252302	140.656369319	116.7747465977
CENPI	61.9935220364	65.7970085115	59.5258125096	70.0352978869	63.4098155683
CENPJ	179.8249483836	189.0115951624	152.0166789658	138.0645057609	112.4149742404
CENPM	195.9087404332	205.4183843197	144.5486770322	106.2411457196	47.353887515
CENPN	79.4220627282	98.0571703011	95.462897105	87.5778795584	97.469632106
CENPO	152.7037632381	163.5900331046	146.1737029907	147.8027729638	148.1374100811
CENPQ	112.896323504	117.4850087274	99.5474191146	97.781037342	88.4040429137
CENPT	247.4172024544	276.848945674	247.3652765246	178.3498810586	204.9684010222
CEP110	749.309989549	783.580229992	414.945778275	687.405955418	434.193743141
CEP135	335.314600631	311.71613032	312.485334474	305.160833555	293.837431558
CEP164	207.7544811962	187.3964757546	181.2366489334	211.7826317002	205.273561267
CEP192	312.0329840934	363.971992102	335.608740112	316.2441072141	357.385203321
CEP250	290.42887227	322.216815465	233.097094047	288.756239205	251.80218198
CEP290	71.1869160904	68.6400287758	60.95965229326	52.37237519878	39.90611762042
CEP350	843.935216855	829.108672177	755.369147068	717.376017024	614.033078383
CEP55	149.12509012577	203.97491844927	133.69285104249	55.6549926074	44.6457765453
CEP57	554.127085787	540.558383849	456.402683605	423.337552149	357.351188234
CEP63	218.04453562	251.885941082	231.793292184	449.396988969	512.317785239
CEP68	600.907971181	498.541867467	318.670945318	460.066665627	324.862462265
CEP70	255.3859904352	249.7147792109	173.5314957848	245.4018965007	145.3746903667
CEP72	135.3989384168	125.5394812548	155.3557494977	91.3919777184	85.7780834862
CEP76	147.0444362721	154.8690912837	162.1365459125	127.1644243172	136.84976005
CEPT1	388.994864085	421.059739183	480.319852281	362.384485425	428.711225666
CER1	609.971975229	537.099017248	289.741478625	590.496910217	333.427879206
CERK	1561.321122929	1573.10689424	1467.547516973	1337.930912748	1284.899349129
CES2	660.76941731	683.325465142	619.892330267	621.863562767	622.039162576
CETN1	463.9147789977	418.4758903384	209.3548302808	467.1565763984	243.1904620537
CETN2	333.0115265756	372.326909239	378.497864247	409.0953319984	449.043129212
CETN3	452.135870878	471.696224104	477.411909253	353.2474267144	350.586565236
CETP	20.5944374218	20.4852957355	16.24231676476	17.04450903318	13.64390610112
CFB	228.4619110037	695.9886269367	898.962017694	144.0798880453	1646.4794621475
CFD	177.16010343862	422.7676451171	802.613451002	1876.89154233208	3119.9930696079
CFDP1	323.5973203908	373.423513141	442.351679745	297.314071001	429.646574627
CFH	54.52725863757	55.22271362484	85.14558661553	61.52814947559	133.8678219628
CFHR2	243.202700796	206.9310517949	118.652537204	238.5260949666	119.9992911327
CFHR5	3.21755271365	3.17094487316	3.08951658665	3.55689813122	3.44409240842
CFI	91.8755783771	80.348710612	59.8311036675	116.0747128034	87.4853590498
CFLAR	1403.190822629	1568.4388661	1850.83337947	1938.604445714	2524.337970527
CFP	118.02021224822	272.2147142815	555.31505177403	420.70631521159	788.3126620582
CFTR	18.21042038666	22.58759438412	14.14397969364	16.89597561868	15.10808552692
CGA	36.490555691	38.3402817523	23.4406120358	35.8357833351	25.5565257004
CGGBP1	2105.689936929	1989.088940202	1433.529508818	2050.876930585	1438.196011823
CGREF1	49.3375805991	44.0143132043	27.0978568945	60.0267391056	46.4947843204
CGRRF1	510.697173312	479.557636826	456.809438458	536.108914219	500.07321412700003
CH25H	101.9039755343	111.1513414745	100.6685522552	120.1030916019	150.2796690049
CHAC1	83.2869798967	90.1372900853	147.2601408204	131.4722331769	125.7497225959
CHAD	17.00854277596	16.761970079	14.17332525326	18.03990249346	16.2746903285
CHAF1A	171.8263544734	185.4155818896	208.2394602986	126.9901228788	137.8037896448
CHAF1B	43.40315674532	59.97109113724	57.63740606972	20.02642671792	21.22793715224
CHAT	99.1626552667	98.7167386055	104.2783091165	115.2658816459	125.1466842693
CHCHD2	4347.48800031	4799.45293136	4128.26926027	3479.43118953	3440.57010051
CHCHD3	324.4614797006	364.1680644682	462.2759127988	231.3533324406	388.7000342334
CHCHD7	724.809544164	690.591190234	623.85851063	702.624906115	741.096941568
CHCHD8	454.412482885	533.071352589	470.474120456	406.627464328	389.832026469
CHD1	961.099931971	1072.04332859	1091.207212401	1461.492606732	1505.982938107
CHD1L	459.503792544	467.229314098	413.892734305	402.112025673	366.78371328
CHD3	838.680067889	857.688286427	910.268956214	534.35869537	591.676941658
CHD4	865.918871453	854.58447591	806.747745876	737.819686592	692.559862899
CHD5	86.6181101117	77.8746497861	51.558142782	94.5515808606	66.7316860514
CHD7	908.293859646	847.028606731	302.782767186	1371.794566232	915.658193402
CHD8	948.510679724	975.690822285	895.746013614	730.199697563	667.228450674
CHD9	533.973675104	526.943985494	575.714264576	546.335919675	493.557273017
CHEK1	194.6585092075	227.6324448197	212.8653034487	105.1570842904	84.0848673523
CHERP	430.14529761	455.397367752	435.052337912	482.468962877	495.157924497
CHFR	1351.877015538	1409.13599729	1429.296929634	1541.801800918	1744.19156703
CHGA	37.9172245031	43.102490566	34.5710474148	55.3471246659	53.3559303847
CHGB	232.8790063602	167.592236625	178.9046896256	183.4690142102	145.7836952062
CHI3L1	162.84068051625	188.1950464635	953.48657446949	777.89453627233	1771.92417426021
CHI3L2	651.817753951	480.693756067	565.475602351	358.838052026	441.185867865
CHIA	109.4335480989	87.9275807492	84.7390912177	97.95874504	74.9617932558
CHIC2	856.593475602	806.113102375	811.922093999	1050.780991259	1074.472016794
CHIT1	64.04094734152	83.54906625564	54.34258573769	64.36216040394	83.73147084408
CHKA	147.6284520487	188.1110260498	204.391716102	299.6907191706	421.0584897424
CHKB	1851.591382432	1792.855955691	1118.669152113	1845.679674712	1241.479462395
CHL1	47.18352325373	44.84236686432	20.61949175131	39.43140502891	20.48993972854
CHM	18.77610124795	19.7386327518	31.34246900685	17.1377700469	23.42402183473
CHML	58.6994433543	72.6582084661	54.7400068309	59.7747874564	53.2762463774
CHMP1A	545.271480015	521.139032232	684.324900867	590.372089325	687.760059256
CHMP1B	2419.367333065	2291.694491556	1242.415412374	2681.349352478	1852.96946591
CHMP2A	1078.422754841	1208.48904382	1459.887765065	1522.403922638	1857.175772735
CHMP2B	530.806261321	578.716473027	584.223717034	876.5126776	1022.44242582
CHMP4A	797.646127366	878.208344701	969.374632288	663.210357837	780.016769764
CHMP5	392.138188436	481.087234279	595.128152333	587.504354112	859.934311263
CHMP6	212.1647339745	216.4958125515	298.3098569425	164.763923735	223.027781389
CHMP7	1509.320173516	1628.0310893	852.818787051	895.938675937	557.04448121
CHN1	77.774691872	64.2979391247	41.8365565059	53.6421452851	38.275876443
CHN2	130.5532567845	138.1905845848	219.0675561659	174.1291216699	231.5668073879
CHODL	88.0035103632	85.4098243252	58.5737099022	71.9494094487	48.5319295977
CHORDC1	1180.057965819	1123.917607242	987.595879867	1182.001443735	1106.492717454
CHP	513.202341002	550.667505088	534.605507049	711.499175946	753.54911325
CHP2	23.2334417506	23.8195527169	15.4851068884	26.985760991	23.5978893693
CHPF	430.015758557	488.330890624	280.306319803	421.886778321	304.687743144
CHPF2	578.33107946	676.018544138	550.571712482	642.170489597	606.798050244
CHPT1	1829.296824608	1696.530495995	668.073669744	2362.580474938	1426.088938381
CHRD	165.347723136	162.3927208938	109.7978382136	177.3395336985	139.5859206754
CHRM2	231.2909601196	214.9252835869	84.3906537046	228.8349011505	105.6273650992
CHRM4	136.5885191876	116.3314019644	85.1576390152	147.5671462334	93.5861725137
CHRM5	156.1777472677	160.865267286	132.3628517153	177.3254831302	155.1872287611
CHRNA1	149.9984565049	137.2150753614	100.464370197	188.8347497925	152.8110110401
CHRNA10	126.4817030568	124.2242370435	112.6184878391	152.6645031954	150.936615865
CHRNA2	409.812770078	412.440707267	300.238941707	429.240440568	339.925991543
CHRNA3	77.3251946635	78.047753441	53.4041941365	102.7974863418	88.6852234269
CHRNA4	12.5579007903	14.7618483542	12.50876105333	11.96116850336	12.82811936835
CHRNA5	149.0255379053	143.3479617918	117.7820468229	136.1603398987	112.6030621774
CHRNA6	251.273970602	266.191593799	208.648119603	234.168896632	220.117210413
CHRNA9	172.7815002419	161.4416861086	116.5572884196	189.4030747415	139.7939124208
CHRNB1	240.0880219	248.9767596212	204.896730036	161.8949277879	144.8269985914
CHRNB2	231.6125203403	236.400019598	173.9583884749	229.880607021	175.5081350206
CHRNB3	213.1405271188	197.695889935	144.0157005812	228.1301095193	179.9965051717
CHRNB4	128.5011319107	119.5230939352	79.8621587695	137.595158253	102.3864546775
CHRND	40.4157642156	50.9523839158	31.3671621815	42.5316271765	40.4611404821
CHRNE	71.9029622491	66.8817141988	49.744242967	71.4431013058	57.4560856893
CHRNG	79.7771293724	105.3447848704	40.8305596705	66.2744734223	42.4871432672
CHST1	258.1467998312	246.323570891	134.9285773442	288.115381466	160.5095263745
CHST10	474.153109775	431.053472992	306.063113309	507.742723545	351.387879619
CHST11	524.968098244	528.520335776	784.178870126	776.196267985	987.677262813
CHST12	605.684449189	744.565807743	1311.107141271	375.711639701	554.757729588
CHST15	504.8428567	746.1364486466	614.547588176	1366.2244606659	1483.7546975337
CHST2	477.488905463	777.522054336	1448.45987182	336.576168687	584.452444875
CHST3	61.7934920708	64.0922365245	48.0715495961	84.7169098501	78.842354944
CHST4	577.920203629	520.843208028	254.122890295	570.916539136	311.357935319
CHST5	483.932725042	423.189551384	220.296366352	495.038969747	277.732876637
CHST7	107.8406591843	108.4048300128	181.4060548345	303.9745493213	470.7670180992
CHST8	84.7886694052	96.0810252587	104.9633705713	88.1987999535	111.7780311357
CHSY1	782.285399719	849.792599002	1102.799827108	1657.857081128	1772.090211488
CHUK	251.774139544	281.363743054	317.986338626	323.06132576	403.005964962
CIAO1	322.615593396	347.802058457	438.541723051	298.423931395	386.514277143
CIAPIN1	380.5210511891	362.2997485323	442.4249591387	328.3010696026	368.737121221
CIB1	1710.295048588	1440.336515122	1433.337618393	1211.842644107	1044.833626005
CIB2	132.8183269609	142.1059991893	105.894147681	131.7627272924	132.7875378104
CIC	654.011498565	708.702064293	453.705403883	649.472614719	549.244156962
CIDEA	34.1576690897	43.7736204832	37.6198086089	48.973497957	54.2961783688
CIDEB	737.072699065	700.160154082	535.482405841	772.840330568	559.018764154
CIDEC	236.7570268356	239.8262142971	165.2234810803	241.585686774	185.0373536057
CIITA	99.92442365828	103.4429411641	61.51640583338	108.88074918778	87.4096110815
CILP	501.476936766	435.669806932	256.354837686	540.640280341	339.073813109
CINP	422.41949321	498.377345854	529.928800673	392.799880443	493.97964965
CIR1	291.369839128	335.358590208	331.531379797	448.73757067	537.544976001
CIRBP	4851.621536945	4380.30521754	2790.215106235	4319.0555455	2756.30721157
CISD1	609.851818168	606.604249852	450.904682887	561.52744762	437.52644075
CISH	1617.428649771	1754.094664261	2525.791493551	1085.563632452	1497.376914911
CIT	1187.397891513	1061.725799664	404.904352403	1165.842465137	484.681941208
CITED1	19.4195048198	24.7456161059	21.0319057551	34.4064465206	38.093900789
CITED2	724.5699307908	778.953222038	645.881097773	499.2860837257	562.858581385
CIZ1	393.066010414	414.073249176	455.53142244	244.6159804058	368.01136850300003
CKAP2	379.296797633	428.229914191	366.569358511	390.412140218	397.949861999
CKAP4	1169.158805622	1488.766499287	1040.813210718	1486.443672771	1571.248340328
CKAP5	498.752566878	557.346239435	566.313075295	466.231489648	515.77025729
CKB	242.56025195777	200.02064492844	146.84444903663	227.11138877744	269.21011084081
CKLF	814.752187882	918.982719126	1185.537651827	1659.015692778	1962.608463017
CKM	19.7394523357	19.2386790548	18.9095423906	20.6473271341	20.1245473877
CKMT2	126.8569458926	125.2467843568	91.314344156	117.5951542888	82.4775961018
CKS2	307.7675742388	514.5954199306	482.3216528118	1038.1905637969	1144.3810238574
CLASP1	521.238863259	538.931685351	580.975238354	448.232177226	440.22542478
CLASP2	309.327798517	328.687253677	318.597063747	310.294571797	306.804407563
CLASRP	1546.806760676	1329.232808509	704.948445765	1477.771392147	838.464648993
CLC	186.9276846872	789.3263113247	286.3565868407	4586.0634811445	5126.6186477657
CLCA1	189.5051737845	170.0438514908	140.474021101	202.8723058991	172.871417087
CLCA2	82.8508234856	77.7109003559	52.5372692213	83.7138106058	59.3211077492
CLCA3P	12.74465225918	9.95233229591	6.24225793252	12.31053263055	7.73179240059
CLCA4	56.31531172782	46.24178126298	14.67127744182	60.07676794606	26.71317083172
CLCC1	164.25020193	206.6009044546	151.5226557328	159.6236083371	177.7436147452
CLCF1	140.188550221	145.1444769538	134.5006324762	257.6486825885	248.5558684847
CLCN1	72.8004538765	72.1930098552	54.1338007161	71.914202967	55.8995956112
CLCN2	46.4755033859	70.1398224908	49.6210968043	69.9760558341	91.9603273053
CLCN3	358.806005991	414.523101268	435.572654439	432.40183478	492.192527857
CLCN4	68.0322155918	68.8338384315	35.2661990907	89.4929827822	66.5186786771
CLCN5	304.508849178	285.835798234	217.7794499201	304.4592365898	243.0974643127
CLCN6	215.1061108402	210.54208383	190.1463658373	248.3175694587	220.937133891
CLCN7	604.399426394	632.500144359	662.038306979	623.908041333	801.954719653
CLCNKB	20.2327679591	20.2226084497	19.4351829056	24.0096584476	24.236956301
CLDN1	73.8134272982	85.1164126283	51.1193042258	73.8975565552	74.1687588697
CLDN10	378.204372166	341.811712336	174.951865851	382.123398787	228.619067487
CLDN11	156.6804000256	156.3753243596	126.8459376592	171.1304852092	154.9842292842
CLDN14	143.0214233386	148.3401604344	124.5494093274	152.4009549265	140.4543356502
CLDN15	244.9294234744	272.7866909099	261.8908804285	277.0209359949	295.7767276368
CLDN16	68.201822395	64.6839518231	74.6308121975	63.4924001933	60.7360646335
CLDN17	91.6852814415	63.6118253445	76.6525612312	126.0340876841	115.2558648519
CLDN18	21.9876355794	22.8490149941	20.9742112972	23.9756717315	23.4493329224
CLDN3	20.75267543059	27.9308597441	14.3295895904	19.58237936252	16.8816444804
CLDN4	15.6412902788	19.3001254756	19.5677750668	19.4785705034	24.3867486252
CLDN5	30.31832374	40.9075138319	38.357880176	25.2292942849	37.7602538843
CLDN6	350.21668219	337.44746996600003	169.005086184	325.899403847	194.288842868
CLDN7	45.12633695772	51.99888318256	66.05342066876	37.29932496479	58.75235092534
CLDN8	126.8700886615	110.7311932098	68.6050931706	124.8806346606	72.2415509955
CLDN9	238.422969179	237.564084429	165.567667153	285.857208985	238.347684008
CLDND1	1002.445322996	1230.614022938	1361.418098329	668.236134041	780.264606634
CLEC10A	145.4723942526	299.6710384851	401.8902705544	256.4456748347	1140.2593009318
CLEC11A	82.7934827363	92.2884565986	108.4597976116	75.3003969235	124.4302641654
CLEC16A	406.873291773	405.676519459	393.058414439	334.438469723	344.719190276
CLEC1A	376.1825438065	343.667330783	218.9863338535	393.0730985245	288.779068691
CLEC1B	212.2541419221	184.3776128572	111.080627713	250.2408354487	173.6294573094
CLEC2B	3873.464856557	4160.292879508	5682.414342505	5185.06893435	5628.610704963
CLEC2D	1074.5205226059	1075.2237842253	781.758250089	532.5260257097	445.5963005721
CLEC3B	26.8247540459	40.7930722246	55.6710591085	40.1295281407	69.0161693405
CLEC4A	210.5800733807	412.6106387498	758.1153349117	805.4926632376	1882.505631839
CLEC4E	230.779453332	233.3361248159	168.078465698	460.1175234995	412.6590641734
CLEC4M	138.3376830092	130.7168554764	100.8505834549	139.2775220651	104.0207338983
CLEC5A	207.9457146743	244.4506138775	363.3030089632	420.9588288184	487.9528689889
CLEC7A	292.5675624667	636.4431356039	1357.6258856246	1289.5950157968	2364.240373526
CLGN	59.9598453468	53.5560547844	36.4496158997	86.252990166	60.1365281977
CLIC1	4559.69445688	4475.62399481	5907.40198631	4702.58771503	5000.25042269
CLIC2	63.98043111084	180.0635407169	290.09103024852	243.56801285935	841.8130753522
CLIC3	242.21504655131	485.909597544	1118.48425865037	68.01414419764	225.91612366784
CLIC4	568.8142782938	740.1395526045	373.4726953965	609.2723947901	639.5102538638
CLIC5	149.0509977969	139.8214533232	118.3572131968	136.5581631772	111.1710336946
CLINT1	1382.533078718	1457.428801965	1234.862918321	1406.502535973	1317.848628937
CLIP1	369.98021371	402.551468477	485.493150192	379.1456153	518.821003319
CLIP2	73.7671004192	89.1957567155	158.5965733667	78.2283186333	177.879466877
CLIP3	54.1922139448	54.9691508744	47.0293581295	63.5336044345	58.9874063462
CLIP4	114.3072883002	123.9551386922	130.5433096252	90.1593381327	122.9874591775
CLK1	1608.11651102	1605.425431694	859.224719008	1773.867907578	1390.717246131
CLK2	956.085743055	949.393947782	912.202766703	802.412488011	774.013087028
CLK3	316.8401784451	292.5044411619	263.9602041402	356.7512107554	315.2908000043
CLK4	1502.382097287	1534.160443462	856.281585177	1509.277074302	1023.462193145
CLMN	29.7716019489	54.39651131309	80.93144663744	33.78126026714	90.51282710577
CLN3	794.347916915	952.604078356	820.04275029	848.409649402	873.806076848
CLN5	296.244530007	338.440987342	303.214897873	354.278336388	466.379202857
CLN6	66.1945408522	72.9231903808	83.4661704789	49.88479310988	93.8704357133
CLN8	87.3788729492	99.0145691959	123.8710649021	81.9596941515	127.6315953226
CLNS1A	2707.31574938	2604.623191514	2255.00735189	1940.22308098	1638.468313248
CLOCK	535.33459325	506.925318479	409.87782416699997	547.481394609	471.504805394
CLP1	1277.442176297	1183.834363261	858.431652863	1393.906312185	1057.903112909
CLPB	100.4919599199	133.36072038686	112.3108302889	97.23802153956	103.04920915972
CLPP	574.704424192	653.2431746252	528.755046617	296.0154816537	326.0046805944
CLPS	315.521676901	323.823923247	237.594052786	292.747740481	257.620642942
CLPTM1	396.5636518084	489.013728793	616.303508755	325.3533894566	643.636618743
CLPX	440.397442694	465.850727253	437.022148997	410.541273588	436.076061079
CLSTN1	1242.468355303	1302.761259959	1198.631613335	887.296532358	931.399456012
CLSTN2	46.2814596019	49.8111688964	54.7057394359	46.3988952384	48.044652133
CLSTN3	148.6802721867	152.5996683633	191.8207826378	88.5293061787	112.6545029967
CLTA	1269.748432714	1662.39452376	2277.98826525	1305.984423856	2311.61596092
CLTB	569.253245142	632.209113458	750.946653378	598.659066664	808.846175664
CLTC	3285.6008005	3891.51502988	5156.32659469	4175.5271382	5693.67336043
CLTCL1	163.9058573747	156.028291742	157.9273730414	188.4219083732	178.458159973
CLU	21.687457521	53.1603160172	59.0921240049	170.3282335934	172.0633331259
CLUAP1	244.175410259	254.792101262	174.657184616	220.1779784	184.758865976
CLUL1	90.5135974454	88.2717330246	64.317641697	91.0240178666	72.4713280893
CMA1	58.9885835295	91.5063436165	82.6470227769	275.641816696	231.2326421943
CMAH	386.484300843	397.815274524	349.034002263	339.357806378	347.995035781
CMAS	132.7716141041	161.7340812245	182.6024890947	100.3421258646	170.9485221874
CMKLR1	182.6658251024	205.1174316356	249.5832113606	209.7991433472	392.2723763265
CMPK1	2707.01673448	2354.97364049	2105.08440594	1837.671751316	1422.39941492
CMTM6	4818.05100861	5115.86172236	5630.54264974	7077.55719024	8030.24975525
CNBP	7128.46350896	6866.00991336	5337.81257009	6347.6133372	5443.49318373
CNDP2	1831.37304479	1833.887699776	2232.06599992	1583.55631052	2196.083753802
CNGA1	203.3008577077	195.0256221422	143.8327247021	262.2640523202	236.4529352048
CNGA3	11.23172093591	9.7781165447	13.74784402451	10.28494968902	11.03512292638
CNGB1	27.9261473462	29.3178859836	17.1233602849	37.3018978011	30.1304193022
CNGB3	156.098067288	146.9463783272	120.4479739994	150.7407877318	114.2485399805
CNIH	2286.94825939	2119.19277969	1953.00012492	1792.317459459	1546.82887188
CNIH3	53.52325431388	38.23928617806	68.58794081822	75.41997713616	104.2936229458
CNIH4	263.8920130484	334.052219944	457.619595077	452.1434352859	567.901765881
CNKSR1	203.0819370566	220.459929563	97.8518802369	161.1229759207	95.3503778115
CNN1	38.2447733634	38.3766072005	30.4758768123	32.2732885203	26.0119971964
CNN2	2234.717545152	1784.283527536	1265.972393994	2202.312161139	1533.690225066
CNN3	104.4670894374	104.0751630605	53.2024831354	79.1394499906	36.5360669221
CNNM1	165.9538406512	163.0423430548	121.5864521655	155.9899253036	127.8102310989
CNNM2	303.414739086	301.430060189	210.361088626	339.452585374	272.152571384
CNNM3	699.571465308	703.060009979	707.205894967	617.332608365	525.107040317
CNNM4	103.8797594254	120.2322317798	176.9015539887	141.5830681229	237.8539868953
CNOT1	1655.56782065	1569.09199864	1398.67310966	1460.62903593	1293.19314041
CNOT2	1145.256622596	1129.913566456	1002.518663295	1066.556199888	946.220711325
CNOT3	125.6655617735	122.5951501271	137.3315733709	104.126481129	117.4387277842
CNOT4	172.12720191	178.212429974	189.466759772	202.14965535300001	229.58222945
CNOT6	315.8769329288	391.289965552	473.062389385	322.2160455979	434.413191634
CNOT7	3294.6207744500002	3153.492562	1906.055770957	2457.719628226	1645.116303129
CNOT8	1010.497058375	971.962019603	745.818896956	950.137839862	812.173503319
CNP	669.40616524	806.765974891	804.281205891	543.650908772	782.089805672
CNPY2	1063.120206655	1268.101355937	892.980881369	666.676797853	514.113864629
CNPY3	320.2069443425	317.1891239439	495.1891586631	535.4757881691	681.251620603
CNR1	97.0863529609	87.4382564991	43.0043049196	96.3181321617	56.7814949127
