gene	sample	expression
BRD3	s3	936.425352849
BRD3	s4	755.466372737
BRD3	s5	679.450166804
BRD4	s1	703.631357117
BRD4	s2	768.224502174
BRD4	s3	668.483142193
BRD4	s4	695.044668631
BRD4	s5	719.223250116
BRD8	s1	370.565318372
BRD8	s2	363.607363823
BRD8	s3	344.971072199
BRD8	s4	399.446360448
BRD8	s5	373.320447889
BRD9	s1	816.790518784
BRD9	s2	747.070278871
BRD9	s3	572.425507022
BRD9	s4	670.519554937
BRD9	s5	499.965482321
BRDT	s1	39.67159307491
BRDT	s2	36.43480695932
BRDT	s3	31.51142150209
BRDT	s4	53.48602051532
BRDT	s5	42.01117426441
BRE	s1	589.678550269
BRE	s2	606.064621576
BRE	s3	700.510273394
BRE	s4	673.015554886
BRE	s5	731.90288076
BRF1	s1	29.0298744733
BRF1	s2	31.7993137245
BRF1	s3	27.4774865904
BRF1	s4	26.78335713
BRF1	s5	33.3434407201
BRF2	s1	329.661700993
BRF2	s2	334.462606293
BRF2	s3	332.422687881
BRF2	s4	321.884925402
BRF2	s5	338.412307718
BRIP1	s1	69.91493706551
BRIP1	s2	81.2307597728
BRIP1	s3	63.59500770986
BRIP1	s4	68.67826258046
BRIP1	s5	75.4972038805
BRIX1	s1	288.419054707
BRIX1	s2	293.371627005
BRIX1	s3	316.015938129
BRIX1	s4	234.0946535855
BRIX1	s5	235.893950732
BRMS1	s1	885.89277911
BRMS1	s2	816.160741016
BRMS1	s3	794.895417646
BRMS1	s4	799.645552962
BRMS1	s5	775.742695805
BRP44	s1	1515.549616712
BRP44	s2	1403.452021336
BRP44	s3	1180.639389421
BRP44	s4	1493.47573225
BRP44	s5	1276.165926134
BRP44L	s1	898.484664557
BRP44L	s2	1086.67582458
BRP44L	s3	909.799618513
BRP44L	s4	1094.947386802
BRP44L	s5	1189.574237664
BRPF1	s1	341.956177933
BRPF1	s2	333.367449195
BRPF1	s3	471.663027035
BRPF1	s4	348.832010931
BRPF1	s5	410.669114226
BRSK2	s1	18.7361219624
BRSK2	s2	19.21885398528
BRSK2	s3	22.49013456346
BRSK2	s4	14.7497513384
BRSK2	s5	15.4113443147
BRWD1	s1	76.75903610159
BRWD1	s2	85.58035080987
BRWD1	s3	91.24205754153
BRWD1	s4	93.16666603304
BRWD1	s5	106.3398067186
BSCL2	s1	450.9576639984
BSCL2	s2	586.187122962
BSCL2	s3	395.988715546
BSCL2	s4	282.1978287469
BSCL2	s5	359.35183281
BSDC1	s1	417.888838412
BSDC1	s2	456.283973298
BSDC1	s3	363.631017583
BSDC1	s4	445.523642405
BSDC1	s5	455.043181166
BSG	s1	781.101892683
BSG	s2	914.553952289
BSG	s3	1004.791563262
BSG	s4	849.832325834
BSG	s5	1168.938909217
BSN	s1	30.9984775689
BSN	s2	29.4182530407
BSN	s3	26.3456858586
BSN	s4	36.0676876025
BSN	s5	32.2493687616
BSPRY	s1	103.1205074576
BSPRY	s2	122.9207502891
BSPRY	s3	141.9535560328
BSPRY	s4	122.0330572782
BSPRY	s5	165.0994610242
BST1	s1	96.8462345958
BST1	s2	162.283352892
BST1	s3	310.7805006346
BST1	s4	400.6235836091
BST1	s5	515.7445438235
BST2	s1	734.9986909852
BST2	s2	1180.1004082602
BST2	s3	1711.952167695
BST2	s4	676.2851969361
BST2	s5	1752.6470831104
BTAF1	s1	985.557176259
BTAF1	s2	1098.752752656
BTAF1	s3	807.846716587
BTAF1	s4	1299.795892086
BTAF1	s5	1241.815571148
BTBD1	s1	2076.56985578
BTBD1	s2	1966.06399069
BTBD1	s3	2432.85615625
BTBD1	s4	2056.334340214
BTBD1	s5	2082.6708636
BTBD2	s1	138.0095620299
BTBD2	s2	117.9574574972
BTBD2	s3	110.3873694627
BTBD2	s4	72.7872671429
BTBD2	s5	93.3301129947
BTBD3	s1	102.1364363974
BTBD3	s2	122.59410845542
BTBD3	s3	167.7214312084
BTBD3	s4	165.99484738912
BTBD3	s5	215.39913726414
BTBD7	s1	67.3397105008
BTBD7	s2	81.7057230252
BTBD7	s3	90.4984855591
BTBD7	s4	131.1326330483
BTBD7	s5	159.5146909652
BTC	s1	20.89800052124
BTC	s2	17.45478799661
BTC	s3	21.0693261278
BTC	s4	25.71526246798
BTC	s5	25.28150738223
BTD	s1	120.0208665418
BTD	s2	150.7072610484
BTD	s3	153.8051009062
BTD	s4	136.0954783867
BTD	s5	178.2605405558
BTF3	s1	5210.82911045
BTF3	s2	4862.64168233
BTF3	s3	4988.45503518
BTF3	s4	2884.80038887
BTF3	s5	2376.93315121
BTG1	s1	10750.99723164
BTG1	s2	9794.39424492
BTG1	s3	6577.15946242
BTG1	s4	8722.33417789
BTG1	s5	5244.55867659
BTG2	s1	1437.297761528
BTG2	s2	1220.247160977
BTG2	s3	1055.340252657
BTG2	s4	1787.583446244
BTG2	s5	1439.243456937
BTG3	s1	794.138346986
BTG3	s2	875.699730778
BTG3	s3	775.565627993
BTG3	s4	683.094651581
BTG3	s5	745.363897034
BTG4	s1	25.38776189164
BTG4	s2	31.54720108978
BTG4	s3	34.91732740277
BTG4	s4	22.15178662601
BTG4	s5	26.6344966566
BTK	s1	1001.4228077265
BTK	s2	1027.1255774558
BTK	s3	402.1035082141
BTK	s4	1586.2068084719
BTK	s5	1047.5385216239
BTN1A1	s1	246.3576876184
BTN1A1	s2	228.440830793
BTN1A1	s3	117.7038787878
BTN1A1	s4	250.3698568219
BTN1A1	s5	141.0951154912
BTN2A1	s1	1300.851337713
BTN2A1	s2	1246.299212382
BTN2A1	s3	1122.717892224
BTN2A1	s4	1515.848128057
BTN2A1	s5	1328.188373849
BTN2A2	s1	409.06305643
BTN2A2	s2	464.022320773
BTN2A2	s3	420.695547289
BTN2A2	s4	498.557669361
BTN2A2	s5	512.610001351
BTN2A3	s1	200.0096846046
BTN2A3	s2	191.0216062405
BTN2A3	s3	116.8289974631
BTN2A3	s4	212.4620960515
BTN2A3	s5	150.1305846872
BTN3A1	s1	751.29259299
BTN3A1	s2	733.412361931
BTN3A1	s3	849.860838449
BTN3A1	s4	590.85399337
BTN3A1	s5	578.227310671
BTN3A2	s1	1297.06242125
BTN3A2	s2	1400.913299172
BTN3A2	s3	1632.354099105
BTN3A2	s4	828.339646454
BTN3A2	s5	755.388725231
BTN3A3	s1	764.579572677
BTN3A3	s2	745.303781864
BTN3A3	s3	911.304250545
BTN3A3	s4	392.966903293
BTN3A3	s5	402.58935381
BTNL2	s1	28.0450075024
BTNL2	s2	31.9134329311
BTNL2	s3	23.0534471429
BTNL2	s4	31.9396852821
BTNL2	s5	28.1564195002
BTNL3	s1	447.30401184
BTNL3	s2	434.216559818
BTNL3	s3	271.567202354
BTNL3	s4	478.138818192
BTNL3	s5	358.745776031
BTNL8	s1	17.0029322737
BTNL8	s2	19.9473936619
BTNL8	s3	19.9977047805
BTNL8	s4	202.7904860926
BTNL8	s5	238.3909306609
BTRC	s1	294.193022666
BTRC	s2	286.350176897
BTRC	s3	213.07748237
BTRC	s4	275.386380975
BTRC	s5	209.324663445
BUB1	s1	101.7973322455
BUB1	s2	114.329172889
BUB1	s3	96.3341507592
BUB1	s4	61.588662227
BUB1	s5	44.7263114877
BUB1B	s1	222.1766129813
BUB1B	s2	255.2145270325
BUB1B	s3	177.340762346
BUB1B	s4	163.2223979999
BUB1B	s5	115.6637512793
BUB3	s1	2018.166220903
BUB3	s2	1757.995478702
BUB3	s3	1879.805332589
BUB3	s4	1308.647958951
BUB3	s5	1005.096056744
BUD31	s1	974.863687838
BUD31	s2	1023.004347413
BUD31	s3	1133.023717112
BUD31	s4	1112.489722055
BUD31	s5	1266.532756413
BYSL	s1	138.5810831641
BYSL	s2	163.5651860055
BYSL	s3	262.4456139865
BYSL	s4	155.9884695071
BYSL	s5	198.5339964524
BZRAP1	s1	197.6878584465
BZRAP1	s2	184.0899822219
BZRAP1	s3	374.6825805359
BZRAP1	s4	152.8972060665
BZRAP1	s5	185.7786815567
BZW2	s1	1342.158114797
BZW2	s2	1315.598720415
BZW2	s3	1065.237462568
BZW2	s4	1220.685031333
BZW2	s5	949.994382273
C10orf10	s1	32.9103606229
C10orf10	s2	43.3189435946
C10orf10	s3	58.0679011773
C10orf10	s4	60.1368122136
C10orf10	s5	117.2671439094
C10orf116	s1	22.06043499088
C10orf116	s2	48.8911577201
C10orf116	s3	53.02424657973
C10orf116	s4	19.94343168596
C10orf116	s5	95.14157980081
C10orf118	s1	248.2019678254
C10orf118	s2	230.9391238192
C10orf118	s3	178.6639908692
C10orf118	s4	267.1324296823
C10orf118	s5	196.7440085616
C10orf12	s1	19.4815685772
C10orf12	s2	21.74421040869
C10orf12	s3	24.93846871787
C10orf12	s4	33.6192341328
C10orf12	s5	33.37082956697
C10orf137	s1	388.851923329
C10orf137	s2	388.567308169
C10orf137	s3	377.211515894
C10orf137	s4	405.532339509
C10orf137	s5	391.243441867
C10orf18	s1	568.571915982
C10orf18	s2	568.855065811
C10orf18	s3	636.925619698
C10orf18	s4	599.049776784
C10orf18	s5	544.037402843
C10orf2	s1	167.5825268833
C10orf2	s2	174.4831795411
C10orf2	s3	176.3626602019
C10orf2	s4	149.0256843092
C10orf2	s5	141.4988794514
C10orf26	s1	1435.056112447
C10orf26	s2	1268.820188394
C10orf26	s3	1413.488289108
C10orf26	s4	1771.0257596
C10orf26	s5	1669.49924974
C10orf28	s1	127.4091109415
C10orf28	s2	130.2045042259
C10orf28	s3	137.8754688978
C10orf28	s4	106.09900409
C10orf28	s5	118.8133705206
C10orf57	s1	92.4646300158
C10orf57	s2	97.0104747385
C10orf57	s3	100.5870930151
C10orf57	s4	71.2259021917
C10orf57	s5	89.944586309
C10orf68	s1	260.3424858522
C10orf68	s2	217.8332328258
C10orf68	s3	119.5607266173
C10orf68	s4	275.5470848781
C10orf68	s5	147.9498476293
C10orf76	s1	310.873144119
C10orf76	s2	312.004004345
C10orf76	s3	311.610219666
C10orf76	s4	260.55299327
C10orf76	s5	284.789674643
C10orf84	s1	50.9745301342
C10orf84	s2	51.6115653811
C10orf84	s3	57.0171005156
C10orf84	s4	67.5513108513
C10orf84	s5	70.7298889198
C10orf88	s1	234.244366265
C10orf88	s2	232.332239715
C10orf88	s3	219.981634836
C10orf88	s4	210.963624093
C10orf88	s5	195.643973701
C10orf92	s1	26.6290246336
C10orf92	s2	29.0552634459
C10orf92	s3	22.1500094497
C10orf92	s4	37.5382337203
C10orf92	s5	40.5677094208
C10orf95	s1	23.92252287752
C10orf95	s2	25.9445486418
C10orf95	s3	18.00356750476
C10orf95	s4	20.80008175112
C10orf95	s5	17.49958483172
C11orf10	s1	6503.02361638
C11orf10	s2	7281.18059101
C11orf10	s3	5457.0474361
C11orf10	s4	5089.63780826
C11orf10	s5	4147.18782401
C11orf16	s1	42.2960012066
C11orf16	s2	46.8219617412
C11orf16	s3	35.9376136469
C11orf16	s4	40.5847420777
C11orf16	s5	38.6115746569
C11orf17	s1	117.59669073429
C11orf17	s2	152.6555354776
C11orf17	s3	202.49444690089
C11orf17	s4	108.23081972288
C11orf17	s5	224.89974039156
C11orf2	s1	3197.499300031
C11orf2	s2	2850.251672698
C11orf2	s3	2140.20571993
C11orf2	s4	2139.956885662
C11orf2	s5	1316.160444385
C11orf20	s1	363.9543701575
C11orf20	s2	329.7022204591
C11orf20	s3	220.6997788796
C11orf20	s4	353.1461508853
C11orf20	s5	219.4839648348
C11orf24	s1	564.785006201
C11orf24	s2	620.789522347
C11orf24	s3	365.817789566
C11orf24	s4	522.5014951298
C11orf24	s5	350.809545578
C11orf30	s1	79.2339853364
C11orf30	s2	81.5171138779
C11orf30	s3	93.0554741279
C11orf30	s4	78.99898598
C11orf30	s5	84.3544032235
C11orf41	s1	205.2908241015
C11orf41	s2	172.9688507688
C11orf41	s3	110.4674708937
C11orf41	s4	219.6214666924
C11orf41	s5	141.0994868669
C11orf48	s1	329.3895148536
C11orf48	s2	394.551272045
C11orf48	s3	484.316478463
C11orf48	s4	270.1490313028
C11orf48	s5	345.281098819
C11orf49	s1	236.6216884972
C11orf49	s2	270.20719174
C11orf49	s3	314.354622835
C11orf49	s4	185.2578845745
C11orf49	s5	238.698207139
C11orf51	s1	1269.644553704
C11orf51	s2	1188.245766562
C11orf51	s3	655.590694414
C11orf51	s4	1105.380270459
C11orf51	s5	631.997362393
C11orf57	s1	550.700687372
C11orf57	s2	554.441068963
C11orf57	s3	438.43730018
C11orf57	s4	504.599179673
C11orf57	s5	405.800007236
C11orf58	s1	3048.433756418
C11orf58	s2	2794.353592408
C11orf58	s3	2595.073473744
C11orf58	s4	2421.811501716
C11orf58	s5	1830.276196726
C11orf61	s1	254.6678275054
C11orf61	s2	237.4305259964
C11orf61	s3	255.0034741872
C11orf61	s4	181.724253813
C11orf61	s5	137.9964800878
C11orf63	s1	216.4417311841
C11orf63	s2	156.7505830575
C11orf63	s3	103.18239269375
C11orf63	s4	152.2283953507
C11orf63	s5	63.8732074447
C11orf67	s1	181.93436329
C11orf67	s2	228.421089838
C11orf67	s3	209.011918083
C11orf67	s4	213.96298684
C11orf67	s5	270.997078738
C11orf68	s1	419.596163566
C11orf68	s2	404.871056476
C11orf68	s3	620.733249107
C11orf68	s4	413.912074632
C11orf68	s5	569.475189465
C11orf71	s1	262.841025932
C11orf71	s2	302.358738962
C11orf71	s3	243.668551121
C11orf71	s4	324.444407679
C11orf71	s5	326.971184673
C11orf73	s1	152.0971403604
C11orf73	s2	150.242487353
C11orf73	s3	153.8812401224
C11orf73	s4	83.05140937368
C11orf73	s5	90.7481889934
C11orf75	s1	634.3961114042
C11orf75	s2	728.7781313926
C11orf75	s3	1275.9341820508
C11orf75	s4	464.8208715206
C11orf75	s5	1133.7430514104
C11orf80	s1	506.1868104811
C11orf80	s2	577.1585222467
C11orf80	s3	129.3787144395
C11orf80	s4	389.96178112490003
C11orf80	s5	108.1194358837
C11orf9	s1	19.0096300176
C11orf9	s2	21.9595188165
C11orf9	s3	21.6028382529
C11orf9	s4	23.3567405971
C11orf9	s5	29.2545702249
C11orf95	s1	256.6551529533
C11orf95	s2	258.7156031114
C11orf95	s3	243.2600212113
C11orf95	s4	296.7297333922
C11orf95	s5	310.262287284
C12orf10	s1	749.540618618
C12orf10	s2	642.29720467
C12orf10	s3	588.901594993
C12orf10	s4	490.281477046
C12orf10	s5	374.800878853
C12orf11	s1	456.767726857
C12orf11	s2	538.052509956
C12orf11	s3	504.792648009
C12orf11	s4	270.1466905854
C12orf11	s5	328.691748964
C12orf24	s1	379.008082995
C12orf24	s2	360.564223064
C12orf24	s3	258.260312979
C12orf24	s4	349.414404631
C12orf24	s5	247.469099225
C12orf29	s1	310.6623655644
C12orf29	s2	302.1447311812
C12orf29	s3	274.6247099525
C12orf29	s4	225.9746474912
C12orf29	s5	179.1666773153
C12orf35	s1	2126.507462911
C12orf35	s2	1489.6841377
C12orf35	s3	2011.880467202
C12orf35	s4	1931.69250524
C12orf35	s5	1749.117616562
C12orf39	s1	371.970429527
C12orf39	s2	358.497228424
C12orf39	s3	220.446691369
C12orf39	s4	385.4293171
C12orf39	s5	283.299485109
C12orf4	s1	472.603154311
C12orf4	s2	475.403785609
C12orf4	s3	417.13180168
C12orf4	s4	459.46140301
C12orf4	s5	431.241577788
C12orf41	s1	808.64316631
C12orf41	s2	786.313037617
C12orf41	s3	688.108088954
C12orf41	s4	749.600253871
C12orf41	s5	648.047104138
C12orf43	s1	365.121500523
C12orf43	s2	320.302652604
C12orf43	s3	301.349099679
C12orf43	s4	276.342409619
C12orf43	s5	215.732871854
C12orf44	s1	387.666761848
C12orf44	s2	417.712637472
C12orf44	s3	437.144898065
C12orf44	s4	349.640879793
C12orf44	s5	381.43058683
C12orf48	s1	80.10718783813
C12orf48	s2	83.13111235596
C12orf48	s3	67.66248096567
C12orf48	s4	66.66218607201
C12orf48	s5	52.798264636
C12orf49	s1	1163.23233325
C12orf49	s2	1029.928376248
C12orf49	s3	709.277417934
C12orf49	s4	1125.67983848
C12orf49	s5	677.391057132
C12orf5	s1	311.673988194
C12orf5	s2	409.774476124
C12orf5	s3	629.952684009
C12orf5	s4	339.546509271
C12orf5	s5	700.129340772
C12orf51	s1	499.677425674
C12orf51	s2	499.730537873
C12orf51	s3	533.851105138
C12orf51	s4	547.213863626
C12orf51	s5	525.498327093
C12orf52	s1	122.7920480734
C12orf52	s2	137.7349669061
C12orf52	s3	157.3881463682
C12orf52	s4	107.0301187384
C12orf52	s5	127.3654923116
C13orf1	s1	139.3789078657
C13orf1	s2	104.5121140511
C13orf1	s3	98.0998681265
C13orf1	s4	129.2013796431
C13orf1	s5	100.3534624877
C13orf15	s1	1617.186990419
C13orf15	s2	2089.230581212
C13orf15	s3	1208.720585702
C13orf15	s4	1205.1864641524
C13orf15	s5	1105.618380904
C13orf23	s1	805.84651765
C13orf23	s2	806.668158203
C13orf23	s3	698.514468017
C13orf23	s4	719.570271599
C13orf23	s5	652.973481683
C13orf27	s1	352.028632338
C13orf27	s2	360.937460004
C13orf27	s3	318.859993272
C13orf27	s4	359.603248887
C13orf27	s5	301.142529313
C13orf34	s1	461.803591196
C13orf34	s2	424.413399622
C13orf34	s3	339.875337942
C13orf34	s4	390.220485695
C13orf34	s5	274.385184589
C14orf1	s1	206.4053544681
C14orf1	s2	214.6547252615
C14orf1	s3	238.4931588411
C14orf1	s4	127.9371734659
C14orf1	s5	138.8886283124
C14orf101	s1	710.749429456
C14orf101	s2	735.513076648
C14orf101	s3	569.113227866
C14orf101	s4	660.185485753
C14orf101	s5	500.362238811
C14orf104	s1	173.7936821436
C14orf104	s2	167.1804516388
C14orf104	s3	167.5403150517
C14orf104	s4	135.6369849302
C14orf104	s5	130.1922677823
C14orf105	s1	7.92736087326
C14orf105	s2	7.93210048185
C14orf105	s3	3.52588848145
C14orf105	s4	6.88591768406
C14orf105	s5	3.8952463503
C14orf109	s1	318.6762880656
C14orf109	s2	360.4838991341
C14orf109	s3	610.0374654133
C14orf109	s4	389.630339618
C14orf109	s5	717.4221179697
C14orf118	s1	154.3912763142
C14orf118	s2	162.9020874326
C14orf118	s3	184.7277710164
C14orf118	s4	265.2101103542
C14orf118	s5	306.169584388
C14orf135	s1	134.984196493
C14orf135	s2	139.5707029754
C14orf135	s3	189.4949875674
C14orf135	s4	158.399251071
C14orf135	s5	180.8418399124
C14orf147	s1	496.162673843
C14orf147	s2	573.284806041
C14orf147	s3	462.646027981
C14orf147	s4	473.835348965
C14orf147	s5	412.673187096
C14orf156	s1	1619.056216492
C14orf156	s2	1929.227090858
C14orf156	s3	1724.533481414
C14orf156	s4	1192.374904225
C14orf156	s5	1362.918957462
C14orf159	s1	567.604396281
C14orf159	s2	640.80264997
C14orf159	s3	641.208214961
C14orf159	s4	745.87712567
C14orf159	s5	832.054023396
C14orf166	s1	4703.1914223
C14orf166	s2	4527.83960836
C14orf166	s3	4005.08972882
C14orf166	s4	3633.30511651
C14orf166	s5	3009.69785489
C14orf169	s1	1365.453844432
C14orf169	s2	1176.67939761
C14orf169	s3	979.618449091
C14orf169	s4	1232.968788599
C14orf169	s5	891.418296085
C14orf2	s1	2003.706204043
C14orf2	s2	1920.218585168
C14orf2	s3	1703.888366655
C14orf2	s4	1610.475542986
C14orf2	s5	1362.321488289
C14orf45	s1	477.096153122
C14orf45	s2	410.603176224
C14orf45	s3	281.524878842
C14orf45	s4	437.812288636
C14orf45	s5	266.803662475
C14orf79	s1	43.1465805603
C14orf79	s2	42.5955955053
C14orf79	s3	45.8837559352
C14orf79	s4	34.6181071121
C14orf79	s5	39.8530884889
C14orf93	s1	134.7782171612
C14orf93	s2	147.0047094961
C14orf93	s3	107.7029277912
C14orf93	s4	157.6739260523
C14orf93	s5	155.353877835
C15orf2	s1	282.174464178
C15orf2	s2	255.464464653
C15orf2	s3	169.173023222
C15orf2	s4	294.31442685
C15orf2	s5	215.576263644
C15orf24	s1	1392.196154632
C15orf24	s2	1617.60285834
C15orf24	s3	1484.23209669
C15orf24	s4	1296.49773853
C15orf24	s5	1508.91049017
C15orf29	s1	216.608875557
C15orf29	s2	205.532297842
C15orf29	s3	189.267281334
C15orf29	s4	342.544720841
C15orf29	s5	328.095629379
C15orf39	s1	442.416801499
C15orf39	s2	519.957543731
C15orf39	s3	532.174830766
C15orf39	s4	712.505000036
C15orf39	s5	724.424414446
C15orf44	s1	329.7673915272
C15orf44	s2	404.897293578
C15orf44	s3	418.637166001
C15orf44	s4	294.1338485773
C15orf44	s5	395.095238526
C15orf63	s1	1089.761623076
C15orf63	s2	1169.414717136
C15orf63	s3	1100.362721296
C15orf63	s4	1056.614685595
C15orf63	s5	915.440473085
C16orf3	s1	91.1215324702
C16orf3	s2	90.1191060773
C16orf3	s3	56.4725760701
C16orf3	s4	92.3746954457
C16orf3	s5	65.1032274554
C16orf42	s1	288.514164854
C16orf42	s2	277.653933445
C16orf42	s3	292.6423099
C16orf42	s4	210.790442991
C16orf42	s5	223.47920762
C16orf45	s1	145.5131171579
C16orf45	s2	160.9596218945
C16orf45	s3	140.9215490097
C16orf45	s4	187.2387252308
C16orf45	s5	166.3315958424
C16orf5	s1	164.0721542846
C16orf5	s2	195.9715168446
C16orf5	s3	220.0025486343
C16orf5	s4	210.437973062
C16orf5	s5	253.2422689179
C16orf53	s1	318.9392111596
C16orf53	s2	356.7791723286
C16orf53	s3	349.2030758606
C16orf53	s4	234.0538169426
C16orf53	s5	219.3282224276
C16orf57	s1	252.0677492952
C16orf57	s2	321.49490101599997
C16orf57	s3	433.41682499
C16orf57	s4	416.8160455856
C16orf57	s5	588.103037467
C16orf58	s1	271.131921235
C16orf58	s2	293.8492138074
C16orf58	s3	238.0542048373
C16orf58	s4	161.1089498115
C16orf58	s5	172.7384530473
C16orf59	s1	23.5111108538
C16orf59	s2	26.3881077668
C16orf59	s3	25.6551445223
C16orf59	s4	21.098055725
C16orf59	s5	23.2804945536
C16orf61	s1	1059.838299909
C16orf61	s2	1147.118689083
C16orf61	s3	1222.254895839
C16orf61	s4	952.638947506
C16orf61	s5	1073.933133908
C16orf62	s1	274.8768420298
C16orf62	s2	311.997543774
C16orf62	s3	349.97560083
C16orf62	s4	254.1958256774
C16orf62	s5	378.577659623
C16orf7	s1	199.409834252
C16orf7	s2	214.685883271
C16orf7	s3	194.796794243
C16orf7	s4	280.745226258
C16orf7	s5	308.286560126
C16orf71	s1	22.7575024593
C16orf71	s2	27.0988592123
C16orf71	s3	28.28720062596
C16orf71	s4	19.17656350288
C16orf71	s5	25.53146901452
C16orf80	s1	848.626924867
C16orf80	s2	828.745256332
C16orf80	s3	1054.103755632
C16orf80	s4	671.670649933
C16orf80	s5	698.328549777
C16orf88	s1	218.0613178882
C16orf88	s2	200.2197249087
C16orf88	s3	186.6090132431
C16orf88	s4	181.748424974
C16orf88	s5	146.3667412569
C17orf101	s1	490.866724855
C17orf101	s2	532.898203475
C17orf101	s3	371.477929978
C17orf101	s4	366.914107007
C17orf101	s5	302.223654892
C17orf108	s1	375.095472417
C17orf108	s2	351.42514254
C17orf108	s3	265.325372293
C17orf108	s4	349.498578905
C17orf108	s5	285.100774864
C17orf39	s1	43.6287386192
C17orf39	s2	50.6844461337
C17orf39	s3	49.0788280035
C17orf39	s4	68.7150890616
C17orf39	s5	74.243298477
C17orf42	s1	223.5313938932
C17orf42	s2	276.1370980376
C17orf42	s3	415.5609580204
C17orf42	s4	211.8297527442
C17orf42	s5	344.620865434
C17orf48	s1	415.7599111499
C17orf48	s2	414.277160141
C17orf48	s3	250.9488411733
C17orf48	s4	294.1970304383
C17orf48	s5	199.9036042692
C17orf53	s1	65.819493169
C17orf53	s2	87.2279626675
C17orf53	s3	85.0571046491
C17orf53	s4	69.0577623441
C17orf53	s5	91.1634700459
C17orf59	s1	231.238636897
C17orf59	s2	188.22016553
C17orf59	s3	235.2492342047
C17orf59	s4	191.4854402621
C17orf59	s5	181.8003793305
C17orf60	s1	95.6522717702
C17orf60	s2	102.47702220278
C17orf60	s3	137.2084879044
C17orf60	s4	132.03177347958
C17orf60	s5	236.18867298026
C17orf62	s1	648.91187445800006
C17orf62	s2	763.137463587
C17orf62	s3	796.514767144
C17orf62	s4	805.95825302
C17orf62	s5	1069.575477225
C17orf63	s1	724.804076419
C17orf63	s2	754.673279642
C17orf63	s3	539.273434046
C17orf63	s4	706.390439909
C17orf63	s5	637.740591222
C17orf70	s1	382.981215999
C17orf70	s2	372.384673149
C17orf70	s3	324.069219582
C17orf70	s4	347.022442526
C17orf70	s5	285.185773537
C17orf71	s1	749.428026724
C17orf71	s2	794.989265659
C17orf71	s3	763.490019503
C17orf71	s4	753.697667915
C17orf71	s5	730.428241991
C17orf73	s1	4.55771606529
C17orf73	s2	4.96386454901
C17orf73	s3	5.00505054913
C17orf73	s4	4.96205014404
C17orf73	s5	5.55350136139
C17orf75	s1	69.30746722778
C17orf75	s2	73.41591480722
C17orf75	s3	89.57643630691
C17orf75	s4	41.01686851988
C17orf75	s5	39.56073200839
C17orf80	s1	73.1690130011
C17orf80	s2	78.0372607988
C17orf80	s3	79.9492707001
C17orf80	s4	53.8890839564
C17orf80	s5	68.5174669319
C17orf81	s1	698.335885843
C17orf81	s2	683.569175367
C17orf81	s3	480.24155963
C17orf81	s4	494.999474671
C17orf81	s5	336.313448124
C17orf85	s1	729.23176701
C17orf85	s2	670.106692079
C17orf85	s3	633.721215235
C17orf85	s4	725.307916704
C17orf85	s5	573.266083168
C17orf86	s1	249.5569407446
C17orf86	s2	175.0326213453
C17orf86	s3	142.2132729259
C17orf86	s4	242.7830988622
C17orf86	s5	162.6209335837
C17orf88	s1	172.8298292655
C17orf88	s2	132.8037943034
C17orf88	s3	119.7368941253
C17orf88	s4	135.3566820579
C17orf88	s5	79.6382067052
C17orf90	s1	341.964886677
C17orf90	s2	373.467073872
C17orf90	s3	334.253566552
C17orf90	s4	246.860066967
C17orf90	s5	264.535055264
C17orf91	s1	516.7262043467
C17orf91	s2	783.5145524694
C17orf91	s3	621.3414838633
C17orf91	s4	1440.7637405519
C17orf91	s5	1596.00104955
C18orf1	s1	221.8354334208
C18orf1	s2	209.1222513452
C18orf1	s3	241.7594298856
C18orf1	s4	167.9038631738
C18orf1	s5	190.6738991902
C18orf10	s1	445.65871442
C18orf10	s2	451.198260322
C18orf10	s3	420.558858696
C18orf10	s4	322.838665507
C18orf10	s5	302.839398821
C18orf25	s1	225.459273873
C18orf25	s2	215.06263262
C18orf25	s3	176.804738528
C18orf25	s4	273.790821535
C18orf25	s5	236.583891584
C18orf8	s1	1070.773777935
C18orf8	s2	1018.914396767
C18orf8	s3	894.321044263
C18orf8	s4	1125.375552194
C18orf8	s5	923.705637227
C19orf10	s1	1711.491234157
C19orf10	s2	2186.62129047
C19orf10	s3	1365.755371611
C19orf10	s4	1309.996773903
C19orf10	s5	1157.414572506
C19orf2	s1	482.7857526422
C19orf2	s2	476.459602415
C19orf2	s3	445.235636154
C19orf2	s4	349.3075804518
C19orf2	s5	345.854788417
C19orf21	s1	216.3261053711
C19orf21	s2	212.2115916676
C19orf21	s3	199.9441565321
C19orf21	s4	266.4214917798
C19orf21	s5	246.0571636698
C19orf22	s1	3643.90821564
C19orf22	s2	3126.309367296
C19orf22	s3	1761.85331889
C19orf22	s4	4316.234941684
C19orf22	s5	3070.160941351
C19orf24	s1	346.631745187
C19orf24	s2	331.367902025
C19orf24	s3	267.202080091
C19orf24	s4	361.223675546
C19orf24	s5	323.031851562
C19orf28	s1	218.3682325216
C19orf28	s2	311.9902490446
C19orf28	s3	342.3360758794
C19orf28	s4	480.2085254676
C19orf28	s5	859.759118461
C19orf29	s1	336.577541853
C19orf29	s2	350.432263627
C19orf29	s3	351.539250375
C19orf29	s4	266.52598274
C19orf29	s5	286.536721962
C19orf40	s1	194.787780033
C19orf40	s2	218.67681019
