gene	sample	expression
NOVA2	s1	21.8790217068
NOVA2	s2	22.2470584515
NOVA2	s3	18.6111162939
NOVA2	s4	22.6820595216
NOVA2	s5	23.021194899
NOX1	s1	35.4947920912
NOX1	s2	38.8356019582
NOX1	s3	34.1621808598
NOX1	s4	42.214876716
NOX1	s5	44.2584039658
NOX3	s1	10.05269429328
NOX3	s2	11.03918948756
NOX3	s3	17.45007620997
NOX3	s4	33.34147569321
NOX3	s5	30.89378429582
NOX4	s1	78.4952410249
NOX4	s2	72.1277175136
NOX4	s3	56.93794460034
NOX4	s4	82.09078114662
NOX4	s5	63.04225279308
NPAS1	s1	23.29156969453
NPAS1	s2	29.5870063916
NPAS1	s3	23.13920204434
NPAS1	s4	19.11840999453
NPAS1	s5	21.10377549545
NPAS2	s1	75.1888526334
NPAS2	s2	71.4186654803
NPAS2	s3	45.1799103605
NPAS2	s4	67.0634187078
NPAS2	s5	52.1266994093
NPAS3	s1	172.1845273331
NPAS3	s2	155.76477423
NPAS3	s3	95.139354089
NPAS3	s4	187.90321324640001
NPAS3	s5	110.0861023844
NPAT	s1	690.881004635
NPAT	s2	610.566120624
NPAT	s3	526.42085012
NPAT	s4	553.324215671
NPAT	s5	415.696324739
NPBWR2	s1	18.7885320882
NPBWR2	s2	22.55457339968
NPBWR2	s3	24.09985868699
NPBWR2	s4	16.87903083734
NPBWR2	s5	20.48642634968
NPC1	s1	523.377955855
NPC1	s2	542.34837135
NPC1	s3	1098.609106679
NPC1	s4	548.281917227
NPC1	s5	1038.374123308
NPC1L1	s1	24.9406581671
NPC1L1	s2	25.7145430064
NPC1L1	s3	23.5092906489
NPC1L1	s4	29.6861590235
NPC1L1	s5	29.8121857765
NPC2	s1	3426.955519195
NPC2	s2	4586.08628856
NPC2	s3	4142.450985965
NPC2	s4	4044.310235355
NPC2	s5	6839.964566997
NPDC1	s1	196.9051341546
NPDC1	s2	167.4032432546
NPDC1	s3	187.6463874698
NPDC1	s4	97.1802726792
NPDC1	s5	118.7264785073
NPEPL1	s1	242.465300273
NPEPL1	s2	302.329745823
NPEPL1	s3	274.364630577
NPEPL1	s4	262.844743028
NPEPL1	s5	323.360109947
NPEPPS	s1	613.930833224
NPEPPS	s2	649.867371283
NPEPPS	s3	627.676482733
NPEPPS	s4	694.025042702
NPEPPS	s5	791.816328224
NPFF	s1	22.36992609792
NPFF	s2	29.7125534959
NPFF	s3	29.87813324222
NPFF	s4	27.70727085912
NPFF	s5	47.2762743864
NPFFR1	s1	109.3140408391
NPFFR1	s2	118.1843256602
NPFFR1	s3	104.6610083527
NPFFR1	s4	113.4028289739
NPFFR1	s5	107.8208241596
NPHP1	s1	40.23474748743
NPHP1	s2	54.2811252639
NPHP1	s3	36.76990514673
NPHP1	s4	40.64016916738
NPHP1	s5	42.3137037347
NPHP4	s1	118.8782252402
NPHP4	s2	134.3807079457
NPHP4	s3	151.3965892801
NPHP4	s4	106.9476254906
NPHP4	s5	135.6141798499
NPHS1	s1	22.08475741674
NPHS1	s2	33.07557310454
NPHS1	s3	22.11052724751
NPHS1	s4	14.04205276495
NPHS1	s5	16.26037787713
NPHS2	s1	23.92931683015
NPHS2	s2	29.9200478124
NPHS2	s3	21.43896034447
NPHS2	s4	27.04740093942
NPHS2	s5	26.73213895606
NPIPB15	s1	1131.2476221396
NPIPB15	s2	793.863581208
NPIPB15	s3	411.5849810158
NPIPB15	s4	1015.8721326946
NPIPB15	s5	489.6710458456
NPL	s1	121.4921172847
NPL	s2	219.8262469392
NPL	s3	484.9365145582
NPL	s4	692.9430254148
NPL	s5	1453.0398646811
NPLOC4	s1	766.753622633
NPLOC4	s2	827.448713651
NPLOC4	s3	888.886216818
NPLOC4	s4	720.659688255
NPLOC4	s5	799.093584705
NPM1	s1	5287.42400047
NPM1	s2	5470.21931803
NPM1	s3	3836.87903116
NPM1	s4	4201.81178169
NPM1	s5	3348.81966051
NPM3	s1	261.4116839638
NPM3	s2	305.0665821314
NPM3	s3	204.1126012462
NPM3	s4	183.5202575133
NPM3	s5	161.0156294188
NPPA	s1	217.6627194886
NPPA	s2	266.476086919
NPPA	s3	244.9882075168
NPPA	s4	241.8968050076
NPPA	s5	276.246425811
NPPB	s1	135.95735575094
NPPB	s2	132.13272917719
NPPB	s3	79.63083684287
NPPB	s4	132.5494680361
NPPB	s5	96.23779633173
NPPC	s1	11.39655513092
NPPC	s2	11.66870211889
NPPC	s3	14.79514468215
NPPC	s4	18.846783741
NPPC	s5	23.18822183413
NPR1	s1	41.255617696
NPR1	s2	71.4599692445
NPR1	s3	49.9262777167
NPR1	s4	60.4278280259
NPR1	s5	103.3841689339
NPR2	s1	70.1108902051
NPR2	s2	70.4819904831
NPR2	s3	50.9516217969
NPR2	s4	59.2727714272
NPR2	s5	48.9172546383
NPR3	s1	105.2539522236
NPR3	s2	93.3873929779
NPR3	s3	64.6413068673
NPR3	s4	100.2310464903
NPR3	s5	61.2374518464
NPRL2	s1	777.3401904815
NPRL2	s2	923.7922998386
NPRL2	s3	968.5807319795
NPRL2	s4	525.922556607
NPRL2	s5	512.8618616731
NPRL3	s1	227.674218348
NPRL3	s2	243.011688397
NPRL3	s3	263.654451554
NPRL3	s4	152.7751689112
NPRL3	s5	181.492848427
NPTN	s1	2157.70160153
NPTN	s2	2365.81237848
NPTN	s3	3471.53059393
NPTN	s4	3339.75179787
NPTN	s5	4419.21347156
NPTX1	s1	105.7979890729
NPTX1	s2	136.1918316002
NPTX1	s3	137.8020912305
NPTX1	s4	97.5428118596
NPTX1	s5	126.2993606827
NPTX2	s1	35.3430303727
NPTX2	s2	39.7290296997
NPTX2	s3	54.48410319815
NPTX2	s4	40.47112727525
NPTX2	s5	42.68034326945
NPTXR	s1	36.56569154726
NPTXR	s2	30.8734969947
NPTXR	s3	38.46227659408
NPTXR	s4	14.1008326287
NPTXR	s5	17.29305576406
NPVF	s1	33.53230540081
NPVF	s2	28.039421977620002
NPVF	s3	26.56278918693
NPVF	s4	29.61469442353
NPVF	s5	29.60685997995
NPY	s1	97.1019499096
NPY	s2	89.3465037334
NPY	s3	48.294663087000004
NPY	s4	79.6889675688
NPY	s5	49.0036412288
NPY1R	s1	86.39807004763
NPY1R	s2	59.73577088882
NPY1R	s3	26.13870058814
NPY1R	s4	88.09780672346
NPY1R	s5	38.55985956472
NPY2R	s1	65.0463439505
NPY2R	s2	56.1055825719
NPY2R	s3	41.4116342603
NPY2R	s4	70.1693787319
NPY2R	s5	47.9167851489
NPY5R	s1	390.7901144626
NPY5R	s2	347.001947985
NPY5R	s3	166.3358250748
NPY5R	s4	429.8129747331
NPY5R	s5	240.8472128376
NPY6R	s1	360.3735591706
NPY6R	s2	321.0590239272
NPY6R	s3	165.6827253534
NPY6R	s4	383.1958454852
NPY6R	s5	232.062784334
NQO1	s1	211.796842246
NQO1	s2	272.11562889
NQO1	s3	351.879170443
NQO1	s4	309.701744446
NQO1	s5	465.258488607
NQO2	s1	231.77745644332
NQO2	s2	346.3219124308
NQO2	s3	590.268614289
NQO2	s4	597.65754769378
NQO2	s5	1039.937929903
NR0B1	s1	51.091732503
NR0B1	s2	64.9937177129
NR0B1	s3	54.5877706272
NR0B1	s4	134.9659821379
NR0B1	s5	119.658898888
NR0B2	s1	52.3724764037
NR0B2	s2	63.6431445364
NR0B2	s3	41.7020307389
NR0B2	s4	63.4573517641
NR0B2	s5	63.7215223257
NR1D1	s1	427.22206416
NR1D1	s2	362.493275664
NR1D1	s3	201.376636796
NR1D1	s4	360.683341246
NR1D1	s5	214.178163833
NR1D2	s1	553.055022211
NR1D2	s2	506.697678306
NR1D2	s3	431.3434705103
NR1D2	s4	365.3713465504
NR1D2	s5	275.0432411231
NR1H2	s1	404.21865988
NR1H2	s2	422.144815648
NR1H2	s3	339.592238735
NR1H2	s4	561.489975486
NR1H2	s5	593.25855779
NR1H3	s1	175.2486561241
NR1H3	s2	237.9263731152
NR1H3	s3	466.5076228605
NR1H3	s4	125.3820875926
NR1H3	s5	646.838971286
NR1H4	s1	55.8955189314
NR1H4	s2	44.3954607022
NR1H4	s3	47.1674422785
NR1H4	s4	62.8186064382
NR1H4	s5	59.3457773012
NR1I2	s1	84.2305644199
NR1I2	s2	84.0510999318
NR1I2	s3	56.3689100017
NR1I2	s4	76.7371490696
NR1I2	s5	56.6944119228
NR1I3	s1	48.2380250652
NR1I3	s2	46.31990270454
NR1I3	s3	45.3170705602
NR1I3	s4	32.92836572114
NR1I3	s5	33.69371399418
NR2C1	s1	261.280610087
NR2C1	s2	271.657221514
NR2C1	s3	241.359505256
NR2C1	s4	250.9701854137
NR2C1	s5	241.930436681
NR2C2	s1	77.3192656124
NR2C2	s2	81.9904595906
NR2C2	s3	92.5406035604
NR2C2	s4	83.3456647405
NR2C2	s5	102.027731853
NR2E1	s1	19.2230011345
NR2E1	s2	19.20792250564
NR2E1	s3	20.3569862909
NR2E1	s4	18.27782408404
NR2E1	s5	18.53433747858
NR2E3	s1	40.9314213618
NR2E3	s2	38.7683089306
NR2E3	s3	34.0518330739
NR2E3	s4	35.0906658175
NR2E3	s5	30.6927999923
NR2F1	s1	137.1481998611
NR2F1	s2	143.2221956888
NR2F1	s3	155.092128543
NR2F1	s4	129.7587378991
NR2F1	s5	140.7227411656
NR2F2	s1	32.7747832837
NR2F2	s2	29.5511163693
NR2F2	s3	24.8953096744
NR2F2	s4	35.2559957994
NR2F2	s5	28.8664406784
NR2F6	s1	15.68087779552
NR2F6	s2	23.6501456802
NR2F6	s3	19.0392606978
NR2F6	s4	21.60469292003
NR2F6	s5	28.1440693514
NR3C1	s1	1412.31539057
NR3C1	s2	1411.24052446
NR3C1	s3	1581.97142823
NR3C1	s4	1772.33829566
NR3C1	s5	1801.94779679
NR3C2	s1	308.7762715819
NR3C2	s2	243.7251939484
NR3C2	s3	89.8836745315
NR3C2	s4	190.5213656858
NR3C2	s5	46.0421474093
NR4A1	s1	159.3187177152
NR4A1	s2	223.7841039278
NR4A1	s3	171.4767176227
NR4A1	s4	338.2602248654
NR4A1	s5	347.2895262278
NR4A2	s1	614.3166174701
NR4A2	s2	488.0216326338
NR4A2	s3	422.5488664883
NR4A2	s4	1050.1179246362
NR4A2	s5	1003.0639232548
NR4A3	s1	155.1173192789
NR4A3	s2	277.8671118631
NR4A3	s3	205.7280643174
NR4A3	s4	779.0589314024
NR4A3	s5	948.4374886878
NR5A1	s1	32.7253741727
NR5A1	s2	40.3609115566
NR5A1	s3	42.3237895365
NR5A1	s4	29.9435462253
NR5A1	s5	33.4098694154
NR5A2	s1	47.8413720643
NR5A2	s2	51.1424566348
NR5A2	s3	39.3009470529
NR5A2	s4	98.3249935165
NR5A2	s5	73.0079707612
NR6A1	s1	125.9156575763
NR6A1	s2	148.4079159804
NR6A1	s3	89.2277499065
NR6A1	s4	140.1034614038
NR6A1	s5	145.550213704
NRAP	s1	18.38610907827
NRAP	s2	17.82427658939
NRAP	s3	23.10701331456
NRAP	s4	21.91716217414
NRAP	s5	26.77456850643
NRAS	s1	588.87166446
NRAS	s2	611.084871024
NRAS	s3	584.925887214
NRAS	s4	559.965775212
NRAS	s5	605.209292012
NRBF2	s1	264.2514896712
NRBF2	s2	315.055418263
NRBF2	s3	374.070552354
NRBF2	s4	647.3363059243
NRBF2	s5	814.739968797
NRBP1	s1	386.77356434
NRBP1	s2	450.019928883
NRBP1	s3	536.581660011
NRBP1	s4	398.577067947
NRBP1	s5	589.152543594
NRCAM	s1	216.0913581336
NRCAM	s2	193.3923119181
NRCAM	s3	125.0077069211
NRCAM	s4	254.7028251501
NRCAM	s5	187.4437525086
NRD1	s1	1287.354122114
NRD1	s2	1464.07118879
NRD1	s3	1439.35910244
NRD1	s4	1372.729494324
NRD1	s5	1569.76150257
NRF1	s1	222.783367238
NRF1	s2	221.330621535
NRF1	s3	193.910633494
NRF1	s4	202.425674798
NRF1	s5	179.803515057
NRG1	s1	133.9712596684
NRG1	s2	128.007558019
NRG1	s3	114.0399371897
NRG1	s4	139.5173421718
NRG1	s5	103.0036467055
NRG2	s1	16.03542310346
NRG2	s2	18.35244620196
NRG2	s3	18.09056766666
NRG2	s4	12.47756491158
NRG2	s5	18.23019931375
NRGN	s1	43.5050270592
NRGN	s2	106.9046398612
NRGN	s3	193.6699203321
NRGN	s4	36.6343798745
NRGN	s5	102.2026351801
NRIP1	s1	544.3202384563
NRIP1	s2	565.9647571559
NRIP1	s3	728.8367823111
NRIP1	s4	374.4696573163
NRIP1	s5	387.234808527
NRIP2	s1	110.0652753372
NRIP2	s2	76.2462678248
NRIP2	s3	85.4493062421
NRIP2	s4	95.5115579355
NRIP2	s5	79.8722476956
NRIP3	s1	435.953666954
NRIP3	s2	412.338168964
NRIP3	s3	316.200965756
NRIP3	s4	529.826915444
NRIP3	s5	462.95568592
NRL	s1	19.7712091104
NRL	s2	20.8546505372
NRL	s3	22.3836179668
NRL	s4	21.0770448936
NRL	s5	24.572419637
NRN1	s1	240.0090703441
NRN1	s2	265.762019588
NRN1	s3	180.3586062748
NRN1	s4	227.8505707041
NRN1	s5	197.3358248926
NRP1	s1	41.19302491294
NRP1	s2	97.03990550701
NRP1	s3	208.63690477752
NRP1	s4	151.7568524991
NRP1	s5	466.59033977146
NRP2	s1	34.3578265906
NRP2	s2	48.3639073772
NRP2	s3	79.0472390827
NRP2	s4	55.7861213657
NRP2	s5	148.3236979697
NRSN2	s1	122.5074849538
NRSN2	s2	122.1034324843
NRSN2	s3	87.8095320302
NRSN2	s4	135.1026610469
NRSN2	s5	126.2102581403
NRTN	s1	4.61323833979
NRTN	s2	5.44755438683
NRTN	s3	3.84656845232
NRTN	s4	3.94851586742
NRTN	s5	4.11417808473
NRXN1	s1	66.2881088277
NRXN1	s2	58.6465283908
NRXN1	s3	39.81892769
NRXN1	s4	73.5216257804
NRXN1	s5	52.378957087
NRXN2	s1	12.1639455174
NRXN2	s2	15.2770692527
NRXN2	s3	15.96865001136
NRXN2	s4	22.65080212783
NRXN2	s5	29.16775578107
NRXN3	s1	10.77760781331
NRXN3	s2	12.68290147786
NRXN3	s3	9.30113454148
NRXN3	s4	9.13164422431
NRXN3	s5	8.76738088856
NSD1	s1	299.422122582
NSD1	s2	279.794322606
NSD1	s3	253.299045022
NSD1	s4	310.558087247
NSD1	s5	265.151033619
NSDHL	s1	152.2117166806
NSDHL	s2	184.219617085
NSDHL	s3	204.395425971
NSDHL	s4	158.8781404321
NSDHL	s5	204.789733309
NSF	s1	751.033612095
NSF	s2	872.55055856
NSF	s3	968.294339859
NSF	s4	819.05315595
NSF	s5	1128.456187773
NSFL1C	s1	797.60016984
NSFL1C	s2	813.93905479
NSFL1C	s3	495.070101626
NSFL1C	s4	879.451072865
NSFL1C	s5	675.629465201
NSL1	s1	836.326566101
NSL1	s2	792.524526652
NSL1	s3	954.011547753
NSL1	s4	824.397847778
NSL1	s5	901.063221563
NSMAF	s1	1035.199089995
NSMAF	s2	1147.568814405
NSMAF	s3	1084.211206202
NSMAF	s4	2138.137524704
NSMAF	s5	2402.938429272
NSMCE4A	s1	828.083800482
NSMCE4A	s2	800.503363876
NSMCE4A	s3	627.37401658
NSMCE4A	s4	556.9321453896
NSMCE4A	s5	419.561068989
NSUN3	s1	589.059643153
NSUN3	s2	598.855201709
NSUN3	s3	524.875812093
NSUN3	s4	667.853260818
NSUN3	s5	626.737328023
NSUN5	s1	791.625393214
NSUN5	s2	769.70887578
NSUN5	s3	593.261453241
NSUN5	s4	677.056977991
NSUN5	s5	500.348969914
NSUN5P1	s1	281.7279816394
NSUN5P1	s2	390.1678477381
NSUN5P1	s3	167.9973590794
NSUN5P1	s4	190.8777228086
NSUN5P1	s5	77.1858156281
NT5C	s1	196.8537613732
NT5C	s2	185.293617582
NT5C	s3	179.2513619194
NT5C	s4	183.188645249
NT5C	s5	183.8896188518
NT5C2	s1	478.554792626
NT5C2	s2	525.213755389
NT5C2	s3	699.947833378
NT5C2	s4	776.225564814
NT5C2	s5	1003.720686349
NT5DC2	s1	405.94225321662
NT5DC2	s2	591.3681014205
NT5DC2	s3	125.22259476432
NT5DC2	s4	290.78430870352
NT5DC2	s5	121.3923155582
NT5DC3	s1	230.614651952
NT5DC3	s2	209.898199857
NT5DC3	s3	160.065739767
NT5DC3	s4	245.52215086
NT5DC3	s5	182.538034994
NT5E	s1	296.0184599752
NT5E	s2	181.3206284233
NT5E	s3	57.7776356971
NT5E	s4	253.4565985672
NT5E	s5	68.0836306314
NT5M	s1	38.90773303442
NT5M	s2	34.51929571027
NT5M	s3	36.88415292441
NT5M	s4	49.3673872159
NT5M	s5	42.26892482679
NTAN1	s1	355.7420633134
NTAN1	s2	421.29633327
NTAN1	s3	508.151362524
NTAN1	s4	403.1244366351
NTAN1	s5	761.509334886
NTF3	s1	45.5397601728
NTF3	s2	46.0807104143
NTF3	s3	42.2962623516
NTF3	s4	44.6508849925
NTF3	s5	41.8861873416
NTHL1	s1	111.6382884452
NTHL1	s2	129.8846167778
NTHL1	s3	89.41003379276
NTHL1	s4	62.46409659058
NTHL1	s5	49.7486201259
NTM	s1	18.66300594438
NTM	s2	27.5769394761
NTM	s3	22.38416803955
NTM	s4	19.23236646915
NTM	s5	24.6946011727
NTN1	s1	52.03595019185
NTN1	s2	55.54388001112
NTN1	s3	26.37573748176
NTN1	s4	44.00734074516
NTN1	s5	26.21999181034
NTN3	s1	21.37535865295
NTN3	s2	30.53320872313
NTN3	s3	23.87338801301
NTN3	s4	11.60835585575
NTN3	s5	16.72823238155
NTRK1	s1	16.0960305931
NTRK1	s2	25.1186044945
NTRK1	s3	26.89124179031
NTRK1	s4	128.92196942344
NTRK1	s5	108.16837371639
NTRK2	s1	101.7447922473
NTRK2	s2	106.5030929546
NTRK2	s3	83.8160718662
NTRK2	s4	96.8977304044
NTRK2	s5	83.0940869201
NTRK3	s1	358.26157479
NTRK3	s2	335.959845654
NTRK3	s3	178.322368216
NTRK3	s4	365.961735589
NTRK3	s5	231.055621762
NTS	s1	95.42479885417
NTS	s2	79.63159064214
NTS	s3	57.89212242953
NTS	s4	96.71254037969
NTS	s5	55.1405863033
NTSR1	s1	19.7032237119
NTSR1	s2	18.0099434434
NTSR1	s3	17.1582991404
NTSR1	s4	22.2852441315
NTSR1	s5	19.8692507239
NTSR2	s1	9.4969164211
NTSR2	s2	9.90644790543
NTSR2	s3	8.42314512037
NTSR2	s4	10.78384715112
NTSR2	s5	10.65958112455
NUAK1	s1	183.5161301004
NUAK1	s2	179.7633910051
NUAK1	s3	138.5922754168
NUAK1	s4	166.6413552618
NUAK1	s5	100.5375070012
NUAK2	s1	1421.293377116
NUAK2	s2	1294.678766996
NUAK2	s3	736.480072372
NUAK2	s4	1785.977338812
NUAK2	s5	1438.469161646
NUBP1	s1	295.4983211678
NUBP1	s2	355.2852335348
NUBP1	s3	361.6637750824
NUBP1	s4	316.8729638728
NUBP1	s5	378.4717505076
NUBP2	s1	599.114044488
NUBP2	s2	662.257713044
NUBP2	s3	447.471374309
NUBP2	s4	519.192140764
NUBP2	s5	408.977724935
NUBPL	s1	144.9019020197
NUBPL	s2	129.3101290716
NUBPL	s3	115.3123484355
NUBPL	s4	98.030151371
NUBPL	s5	74.2052733918
NUCB1	s1	596.716740127
NUCB1	s2	712.548314295
NUCB1	s3	978.312908756
NUCB1	s4	436.161006863
NUCB1	s5	933.61291398
NUCB2	s1	1655.708791887
NUCB2	s2	1826.97540942
NUCB2	s3	850.1560042094
NUCB2	s4	1091.9336562767
NUCB2	s5	539.021667851
NUDC	s1	1202.91469133
NUDC	s2	1249.444181408
NUDC	s3	1086.861751964
NUDC	s4	972.245920666
NUDC	s5	908.013942297
NUDCD3	s1	469.372402276
NUDCD3	s2	437.671744205
NUDCD3	s3	375.150466999
NUDCD3	s4	444.354810149
NUDCD3	s5	362.134899805
NUDT1	s1	102.034900166
NUDT1	s2	107.1971700892
NUDT1	s3	165.4546791238
NUDT1	s4	95.359290738
NUDT1	s5	128.5004920442
NUDT11	s1	65.4807550103
NUDT11	s2	42.869164746
NUDT11	s3	66.3966398982
NUDT11	s4	57.566684074
NUDT11	s5	43.2393183983
NUDT13	s1	123.3674383666
NUDT13	s2	117.1277030164
NUDT13	s3	100.7660743827
NUDT13	s4	118.3671436235
NUDT13	s5	111.3400083749
NUDT15	s1	340.3003188928
NUDT15	s2	352.6936355503
NUDT15	s3	314.9979167609
NUDT15	s4	395.144101055
NUDT15	s5	363.4848018551
NUDT18	s1	229.8942348083
NUDT18	s2	210.2742336136
NUDT18	s3	212.2421171267
NUDT18	s4	209.7758528561
NUDT18	s5	207.699009305
NUDT2	s1	182.4939922252
NUDT2	s2	234.2632136826
NUDT2	s3	179.5427012785
NUDT2	s4	103.8934133964
NUDT2	s5	118.0173464867
NUDT21	s1	600.533454737
NUDT21	s2	648.855552587
NUDT21	s3	511.515326868
NUDT21	s4	407.859551134
NUDT21	s5	370.200206127
NUDT3	s1	682.493877042
NUDT3	s2	656.731035443
NUDT3	s3	693.604874532
NUDT3	s4	756.77175267
NUDT3	s5	839.256180649
NUDT4	s1	211.4056742131
NUDT4	s2	218.140212876
NUDT4	s3	153.9820714772
NUDT4	s4	246.747676363
NUDT4	s5	221.822446382
NUDT6	s1	17.65173365238
NUDT6	s2	24.56363483236
NUDT6	s3	24.3667344512
NUDT6	s4	16.46809247619
NUDT6	s5	34.12828614522
NUDT9	s1	485.260356149
NUDT9	s2	522.105602609
NUDT9	s3	436.972208981
NUDT9	s4	404.449904607
NUDT9	s5	427.069666186
NUFIP1	s1	182.6792263522
NUFIP1	s2	189.2243402618
NUFIP1	s3	164.350765281
NUFIP1	s4	184.6566907393
NUFIP1	s5	158.9875780418
NUMA1	s1	343.7404937092
NUMA1	s2	343.1091059416
NUMA1	s3	412.7558337634
NUMA1	s4	198.4934154735
NUMA1	s5	249.86458959
NUMB	s1	276.77197448
NUMB	s2	327.993926089
NUMB	s3	392.765533461
NUMB	s4	511.966415777
NUMB	s5	648.329736187
NUP107	s1	1254.438844887
NUP107	s2	1259.876716209
NUP107	s3	1193.287331483
NUP107	s4	1147.987400421
NUP107	s5	994.919997326
NUP133	s1	423.624297195
NUP133	s2	493.824785148
NUP133	s3	628.302158065
NUP133	s4	438.994855373
NUP133	s5	549.374433594
NUP153	s1	1687.33984967
NUP153	s2	1623.247909865
NUP153	s3	1844.595012415
NUP153	s4	1777.23703886
NUP153	s5	1677.236127155
NUP155	s1	183.3925916785
NUP155	s2	207.2885333574
NUP155	s3	256.9467357812
NUP155	s4	172.2373976693
NUP155	s5	229.6286478153
NUP160	s1	192.1661855238
NUP160	s2	201.4146132135
NUP160	s3	181.7572135571
NUP160	s4	162.8405809935
NUP160	s5	143.0635469649
NUP188	s1	201.204862507
NUP188	s2	209.897944731
NUP188	s3	173.983231957
NUP188	s4	137.3652559076
NUP188	s5	122.60217285
NUP205	s1	641.836046408
NUP205	s2	638.909408533
NUP205	s3	589.850100769
NUP205	s4	511.645404998
NUP205	s5	429.466190226
NUP210	s1	740.663841179
NUP210	s2	694.029826087
NUP210	s3	671.004469477
NUP210	s4	399.232249148
NUP210	s5	242.541267507
NUP214	s1	993.174901956
NUP214	s2	919.71328308
NUP214	s3	756.071529991
NUP214	s4	1257.571435656
NUP214	s5	1026.19811318
NUP37	s1	560.979694596
NUP37	s2	577.917535135
NUP37	s3	614.3264037
NUP37	s4	465.572940585
NUP37	s5	464.63081734
NUP43	s1	423.3718973371
NUP43	s2	589.3968731793
NUP43	s3	796.2646938947
NUP43	s4	335.5988909696
NUP43	s5	514.097418921
NUP50	s1	158.2837083934
NUP50	s2	168.566214934
NUP50	s3	204.4100221096
NUP50	s4	204.9418713211
NUP50	s5	253.616226206
NUP54	s1	825.503015362
NUP54	s2	924.080404603
NUP54	s3	902.592293208
NUP54	s4	858.937037028
NUP54	s5	856.105480239
NUP62	s1	338.9405084125
NUP62	s2	441.8669801917
NUP62	s3	622.7163571793
NUP62	s4	202.6595229387
NUP62	s5	647.804565471
NUP62CL	s1	21.91956652398
NUP62CL	s2	30.60195296636
NUP62CL	s3	10.97670566559
NUP62CL	s4	19.50680623753
NUP62CL	s5	12.7167942546
NUP85	s1	649.026277748
NUP85	s2	694.778915374
NUP85	s3	692.819324374
NUP85	s4	537.919318866
NUP85	s5	604.811547476
NUP88	s1	919.547187492
NUP88	s2	981.837110531
NUP88	s3	572.742782006
NUP88	s4	685.2348042409
NUP88	s5	381.7268159
NUP93	s1	178.3021331088
NUP93	s2	254.0504172359
NUP93	s3	362.7022892729
NUP93	s4	251.9967107445
NUP93	s5	475.5929342249
NUP98	s1	464.072953029
NUP98	s2	500.040686361
NUP98	s3	481.324576044
NUP98	s4	661.717144853
NUP98	s5	747.492129032
NUPL2	s1	317.8685804704
NUPL2	s2	354.295842452
NUPL2	s3	366.876536209
NUPL2	s4	248.3071670747
NUPL2	s5	290.570444826
NUPR1	s1	199.2058060497
NUPR1	s2	304.7316080846
NUPR1	s3	375.0889775183
NUPR1	s4	169.044890577
NUPR1	s5	583.5368535239
NUSAP1	s1	390.2542748464
NUSAP1	s2	425.5145727738
NUSAP1	s3	348.4147462696
NUSAP1	s4	327.0242593488
NUSAP1	s5	282.28982994
NVL	s1	155.2604091903
NVL	s2	196.3826144652
NVL	s3	182.7756925369
NVL	s4	180.2640536893
NVL	s5	182.3387825609
NXF1	s1	2317.219072703
NXF1	s2	2281.72119422
NXF1	s3	2045.003658261
NXF1	s4	2320.09130829
NXF1	s5	2205.732854262
NXF3	s1	17.4464779592
NXF3	s2	13.80513586986
NXF3	s3	14.71598777893
NXF3	s4	18.71149227749
NXF3	s5	26.97824948709
NXN	s1	167.1016427353
NXN	s2	172.405327491
NXN	s3	145.0014259374
NXN	s4	182.9684989173
NXN	s5	159.9779827219
NXPH3	s1	348.1170323572
NXPH3	s2	364.2442775514
NXPH3	s3	159.7928770818
NXPH3	s4	361.6922923004
NXPH3	s5	245.162561271
NXPH4	s1	180.4537339399
NXPH4	s2	175.22266118
NXPH4	s3	153.1500701812
NXPH4	s4	224.1662732589
NXPH4	s5	216.1511896673
NXT1	s1	786.371209271
NXT1	s2	722.118537739
NXT1	s3	738.74177558
NXT1	s4	883.161415351
NXT1	s5	782.733372749
NXT2	s1	384.14949472
NXT2	s2	378.851620077
NXT2	s3	395.541556721
NXT2	s4	384.24252979
NXT2	s5	397.9513886
NYNRIN	s1	20.4252570336
NYNRIN	s2	21.8354903924
NYNRIN	s3	20.6953500652
NYNRIN	s4	23.5094024953
NYNRIN	s5	25.6108307681
NYX	s1	180.390730831
NYX	s2	171.6549471592
NYX	s3	111.1312655529
NYX	s4	203.9940699733
NYX	s5	155.5395417367
OAS1	s1	559.72462508
OAS1	s2	710.3681487696
OAS1	s3	737.9292524618
OAS1	s4	442.7257077288
OAS1	s5	778.7568048807
OAS2	s1	647.189213728
OAS2	s2	720.218384223
OAS2	s3	985.5268574366
OAS2	s4	426.8439554658
OAS2	s5	866.4049327402
OAS3	s1	465.963069933
OAS3	s2	638.471129388
OAS3	s3	911.954484828
OAS3	s4	515.091136681
OAS3	s5	1118.103202293
OASL	s1	640.709175816
OASL	s2	756.10178097
OASL	s3	854.186888405
OASL	s4	763.673726722
OASL	s5	997.66284707
OAT	s1	1061.560099754
OAT	s2	1240.879915173
OAT	s3	1229.831964356
OAT	s4	1586.640215376
OAT	s5	1669.23940706
OAZ1	s1	9938.30040725
OAZ1	s2	9778.0939424
OAZ1	s3	8628.74707112
OAZ1	s4	9595.70745136
OAZ1	s5	8880.53163439
OAZ2	s1	932.438462271
OAZ2	s2	1005.839260979
OAZ2	s3	1027.803719935
OAZ2	s4	1704.505948554
OAZ2	s5	2090.301066962
OAZ3	s1	97.3563040238
OAZ3	s2	123.3708529176
