Hugo	test_sample1	test_sample2
AC008074.4	0	0
AC008074.5	0	0
AC008079.10	0	0
AC008079.9	0	0
AC008085.1	0	0
AC008088.4	0	0
AC008103.3	0	0
AC008103.4	0	0
AC008132.13	1.03921	2.02512
AC008132.14	0	0
AC008132.15	0	0
AC008154.4	0	0
AC008154.5	0	0
AC008155.1	0	0
AC008155.2	0	0
AC008163.4	0	0
AC008166.1	0	0
AC008169.1	0	0
AC008171.1	0	0
AC008173.1	0	0
AC008175.1	0	0
AC008264.4	0	0
AC008265.2	0	0
AC008268.1	0	0
AC008268.2	0	0
AC008269.2	0	0
AC008271.1	0	0
AC008277.1	0	0
AC008278.2	0	0
AC008278.3	0	0
AC008280.1	0	0
AC008280.3	30.2658	70.0789
AC008281.1	0	0
AC008391.1	0	0
AC008410.1	0	0
AC008427.2	0	0
AC008440.10	0	0
AC008440.5	23.1302	2.15972
AC008449.1	0	0
AC008464.1	0	0
AC008514.1	0	0
AC008521.1	0	0
AC008522.1	0	0
AC008536.1	0	0
AC008547.1	0	0
AC008562.1	0	0
AC008565.1	0	0
AC008581.1	0	0
AC008592.3	0	0
AC008592.4	0	0
AC008592.5	0	0
AC008592.7	0	0
AC008592.8	0	0
AC008598.1	0	0
AC008622.1	0	0
AC008623.1	0	0
AC008625.1	0	0
AC008641.1	0	0
AC008671.1	0	0
AC008674.1	0	0
AC008686.1	0	0
AC008691.1	0	0
AC008694.2	26.91	50.7121
AC008694.3	0	0
AC008697.1	0	0
AC008703.1	0	0
AC008703.2	0	0
AC008737.1	0	0
AC008740.1	0	0
AC008746.10	0	0
AC008746.12	0	0
AC008746.3	0	0
AC008746.5	0	0
AC008746.9	0	0
AC008752.1	0	0
AC008753.1	0	0
AC008753.3	0	0
AC008753.4	0	0
AC008753.6	0	0
AC008756.1	0	0
AC008759.1	0	0
AC008780.1	0	0
AC008781.1	0	0
AC008781.7	0	0
AC008798.1	0	0
AC008810.1	0	0
AC008834.1	0	0
AC008834.2	0	0
AC008836.1	0	0
AC008850.3	0	0
AC008865.1	0	0
AC008869.1	0	0
AC008869.2	0	0
AC008906.1	0	0
AC008914.1	0	0
AC008937.2	0	0
AC008937.3	0	0
AC008938.1	0	0
AC008940.1	0	0
AC008949.1	0	0
AC008967.1	0	0
AC008982.2	13.4993	13.581
AC008984.2	0	0
AC008984.5	0	0
AC008984.6	0	0
AC008984.7	0	0
AC008985.1	0	0
AC008991.1	0	0
AC008992.1	0	0
AC008993.2	3.36618	6.55969
AC008993.3	0	0
AC009005.2	0	0
AC009009.1	0	0
AC009014.3	0	0
AC009022.1	0	0
AC009035.1	0	0
AC009052.12	0	15.1302
AC009060.1	364.862	343.175
AC009060.2	49.9036	57.7018
AC009060.3	0	0
AC009065.1	0	0
AC009065.2	0	0
AC009065.3	0	0
AC009065.4	0	0
AC009080.1	0	0
AC009081.1	0	0
AC009084.1	0	0
AC009095.4	0	0
AC009108.1	0	0
AC009108.2	0	0
AC009110.1	0	0
AC009120.10	0	0
AC009120.11	0	0
AC009120.3	0	0
AC009120.4	0	0
AC009120.5	0	0
AC009120.6	16.1798	4.69884
AC009120.8	0	0
AC009120.9	0	0
AC009121.1	0	0
AC009121.2	0	0
AC009127.1	0	0
AC009133.12	33.49673	37.05213
AC009133.15	10.0294	24.2557
AC009133.17	11.8721	10.3911
AC009133.21	22.604	3.25451
AC009133.22	0	0
AC009133.23	0	0.953095
AC009133.24	0	0
AC009134.1	0	0
AC009158.1	0	0
AC009159.1	0	0
AC009161.1	0	0
AC009166.5	0	0
AC009166.7	0	0
AC009196.1	0	0
AC009227.2	0.898339	1.74986
AC009227.3	0	0
AC009228.1	0	0
AC009229.5	0	0
AC009229.6	0	0
AC009236.2	0	0
AC009237.10	0	0
AC009237.11	0	0
AC009237.13	0	0
AC009237.14	0	0
AC009237.16	0	0
AC009237.17	0	0
AC009237.2	0	0
AC009237.4	0	0
AC009237.5	0	0
AC009237.6	0	0
AC009237.8	0	0
AC009238.6	0	0
AC009238.7	0	0
AC009238.8	0	0
AC009245.3	0	0
AC009260.1	0	0
AC009262.2	0	0
AC009263.2	0	0
AC009264.1	0.990458	1.93011
AC009274.6	0	0
AC009276.4	0	0
AC009297.1	0	0
AC009299.1	0	0
AC009299.2	0	0
AC009299.3	6.86321	6.68718
AC009299.4	0	0
AC009299.5	0	0
AC009302.2	14.9642	34.8236
AC009303.1	0	0
AC009303.2	0	0
AC009303.3	0	0
AC009305.1	0	0
AC009305.2	0	0
AC009310.1	0	0
AC009312.1	0	0
AC009313.1	0	0
AC009313.2	0	0
AC009336.1	0	0
AC009336.19	0	0
AC009362.2	0	0
AC009365.4	0	0
AC009403.2	2.40085	0
AC009404.2	0	0
AC009406.1	0	0
AC009406.2	0	0
AC009410.1	0	0
AC009411.1	0	0
AC009411.2	0	0
AC009413.2	0	0
AC009414.1	0	0
AC009473.1	0	0
AC009474.1	0	0
AC009474.2	0	0
AC009477.7	0	0
AC009478.1	0	0
AC009478.2	0	0
AC009480.1	0	0
AC009480.3	0	0
AC009480.4	0	0
AC009487.4	0	0
AC009487.5	0	0
AC009487.6	0	0
AC009491.1	0	0
AC009491.2	0	0
AC009494.3	0	0
AC009495.1	0	0
AC009495.2	0	0
AC009495.3	12.6533	12.3288
AC009495.4	0	0
AC009498.1	0	0
AC009499.1	0	0
AC009500.2	0	0
AC009501.4	0	0
AC009502.1	0	0
AC009502.4	1.28622	2.63609
AC009505.2	0	0
AC009505.4	0	0
AC009506.1	0	0
AC009506.2	0	0
AC009508.1	0	0
AC009517.2	0	0
AC009518.2	0	0
AC009518.3	0	0
AC009518.4	0	0
AC009518.8	0	0
AC009531.2	0	0
AC009541.1	0	0
AC009542.2	0	0
AC009677.1	0	0
AC009695.1	0	0
AC009729.1	0	0
AC009758.1	0	0
AC009784.1	0	0
AC009784.3	0	0
AC009784.4	0	0
AC009800.1	0	0
AC009831.1	0	0
AC009835.1	0	0
AC009878.2	0	0
AC009892.10	0	0
AC009892.2	0	0
AC009892.5	0	0
AC009892.9	0	0
AC009941.1	0	0
AC009945.4	0	0
AC009947.2	0	0
AC009947.5	0	0
AC009948.5	4.73152	4.61016
AC009948.7	0	0
AC009950.1	0	26.1395
AC009950.2	29.12047	46.7874
AC009955.8	0	0
AC009960.3	0	0
AC009961.2	0	0
AC009961.3	0	0
AC009961.5	0	0
AC009963.3	0	0
AC009963.4	0	0
AC009963.5	0	0
AC009963.6	0	0
AC009965.1	0	0
AC009965.2	0	0
AC009967.3	3.3223	0
AC009969.1	0	0
AC009970.1	0	0
AC009973.1	0	0
AC009977.1	0	0
AC009987.1	0	0
AC010082.2	0	0
AC010084.1	5.39524	10.5137
AC010086.1	0	0
AC010086.2	0	0
AC010086.5	0	0
AC010091.1	0	0
AC010092.1	0	0
AC010095.6	0	0
AC010096.1	0	0
AC010096.2	0	0
AC010103.1	0	0
AC010105.1	0	0
AC010127.3	4.65776	0
AC010132.10	0	0
AC010132.11	0	0
AC010136.2	0	0
AC010139.1	0	0
AC010141.1	0	0
AC010141.4	0	0
AC010141.6	0	0
AC010141.8	0	0
AC010145.4	0	0
AC010146.1	0	0
AC010148.1	1.33674	0
AC010149.4	0	0
AC010150.1	6.32667	0
AC010150.2	0	0
AC010153.3	0	0
AC010154.2	0	0
AC010168.1	0	0
AC010184.1	0	0
AC010196.1	0	0
AC010203.1	0	0
AC010207.1	0	0
AC010209.1	0	0
AC010226.4	0	0
AC010235.1	0	0
AC010240.2	0	0
AC010240.3	0	0
AC010287.1	0	0
AC010295.1	0	0
AC010297.1	0	0
AC010311.1	0	0
AC010319.1	0	0
AC010323.1	0	0
AC010329.1	0	0
AC010331.1	0	0
AC010364.1	0	0
AC010368.1	0	0
AC010376.1	0	0
AC010412.1	0	0
AC010455.1	0	0
AC010458.1	0	0
AC010468.1	0	0
AC010468.2	0	0
AC010468.3	0	0
AC010480.1	0	0
AC010492.2	0	0
AC010492.4	0	0
AC010492.5	0	0
AC010504.2	0	0
AC010518.2	0	0
AC010518.3	0	0
AC010522.1	0	8.14288e-6
AC010524.2	0	0
AC010524.4	0	0
AC010525.1	0	0
AC010525.4	0	0
AC010525.5	0	0
AC010528.1	0	0
AC010543.1	0	0
AC010546.1	0	0
AC010547.9	0	0
AC010608.1	0	0
AC010609.1	206.507	0
AC010633.1	0	0
AC010641.1	0	0
AC010642.1	0	0
AC010642.2	0	0
AC010646.3	0	0
AC010649.1	0	0
AC010655.1	0	0
AC010677.5	0	0
AC010723.1	0	0
AC010723.2	0.252876	0.641719
AC010729.1	0	0
AC010729.2	0	0
AC010729.3	0	0
AC010731.2	0	0
AC010731.3	0	0
AC010731.4	0	0
AC010731.6	0	0
AC010733.5	0	0
AC010739.1	0	0
AC010740.1	0	0
AC010744.1	0	0
AC010745.1	0	0
AC010745.2	0	0
AC010745.3	0	0
AC010745.4	0	0
AC010746.3	0	0
AC010754.1	0	0
AC010761.10	0	0
AC010761.13	0	0
AC010761.14	0	0
AC010761.6	0	0
AC010761.8	3.25806	0
AC010761.9	0	0
AC010872.1	0	0
AC010874.1	0	0
AC010878.3	0	0
AC010880.1	0	0
AC010883.5	0	0
AC010884.1	0	0
AC010884.2	0	0
AC010886.2	0	0
AC010887.1	0	0
AC010888.1	0	0
AC010890.1	0	0
AC010891.2	0	0
AC010894.3	0	0
AC010894.4	0	0
AC010894.5	0	0
AC010900.1	0	0
AC010900.2	0	0
AC010904.1	0	0
AC010907.2	0	0
AC010907.5	0	0
AC010928.1	0	0
AC010930.1	0	0
AC010931.1	0	0
AC010967.1	0	0
AC010967.2	0	0
AC010967.3	0	0
AC010969.1	0	0
AC010970.1	0	0
AC010970.2	227.327	222.644
AC010971.1	0	0
AC010974.1	0	0
AC010974.3	0	0
AC010975.1	0	0
AC010975.2	0	0
AC010976.2	0	0
AC010980.2	0	0
AC010982.2	0	0
AC010983.1	0	0
AC010987.5	0	0
AC010987.6	0	0
AC010999.1	0	0
AC011073.1	695.02	1355.11
AC011155.1	0	0
AC011193.1	0	0
AC011196.3	0	0
AC011225.1	0	0
AC011233.2	0	0
AC011239.1	0	0
AC011239.2	0	0
AC011242.5	0	0
AC011243.1	0	0
AC011247.3	46.9242	91.4413
AC011284.3	0	0
AC011286.1	0	0
AC011288.2	5.93972	0
AC011290.4	0	0
AC011290.5	0	0
AC011294.3	0	0
AC011298.2	0	0
AC011306.1	0	0
AC011309.1	0	0
AC011313.1	0	0
AC011330.13	0	0
AC011330.5	0	0
AC011343.1	0	0
AC011357.1	0	0
AC011363.1	0	0
AC011366.3	0	0
AC011372.1	0	0
AC011376.1	0	0
AC011379.1	0	0
AC011380.1	0	0
AC011404.1	0	0
AC011406.2	0	0
AC011410.1	0	0
AC011431.1	0	0
AC011431.2	0	0
AC011450.1	0	0
AC011453.1	0	0
AC011453.2	0	0
AC011453.3	0	0
AC011453.4	0	0
AC011456.1	0	0
AC011465.1	0	0
AC011467.1	0	0
AC011477.1	0	0
AC011498.1	0	0
AC011499.1	231.875	0
AC011509.1	0	0
AC011513.3	0	0
AC011513.4	0	0
AC011515.2	0	0
AC011516.1	0	0
AC011516.2	0	0
AC011518.1	0	0
AC011518.2	0	0
AC011523.2	0	0
AC011524.1	0	0
AC011524.2	0	0
AC011524.3	0	0
AC011525.2	0	0
AC011525.4	0	0
AC011530.4	0	0
AC011551.3	0	0
AC011558.5	116.31	105.348
AC011591.1	0	0
AC011625.1	0	0
AC011648.1	0	0
AC011718.2	0	0
AC011718.3	0	0
AC011738.1	0	0
AC011738.4	0	0
AC011742.3	0	0
AC011742.5	0	0
AC011747.3	0	0
AC011747.4	1.00816	0.884961
AC011747.6	0	0
AC011748.1	0	0
AC011752.1	0	0
AC011753.5	0	0
AC011753.6	0	0
AC011754.1	0	0
AC011816.1	0	0
AC011893.3	2.33588	2.27597
AC011897.2	0	0
AC011899.10	0	0
AC011899.9	0	0
AC011901.2	0	0
AC011933.2	0	0
AC011994.1	0	0
AC011995.1	0	0
AC011995.3	0	0
AC011997.1	0	0
AC011998.1	0	0
AC011998.2	0	0
AC011998.4	0	0
AC011999.1	0	0
AC012003.1	0	0
AC012005.1	0	0
AC012005.2	0	0
AC012005.3	6.66271	0
AC012005.4	0	0
AC012047.1	0	0
AC012065.4	0	0
AC012065.5	11.0357	21.5054
AC012066.1	0	0
AC012074.2	0	0
AC012075.1	0	0
AC012075.2	0	0
AC012078.2	0	0
AC012119.1	0	0
AC012123.1	0	0
AC012146.7	14.1257	13.7634
AC012150.1	0	0
AC012168.1	0	0
AC012175.1	0	0
AC012181.1	0	0
AC012181.2	0	0
AC012306.2	0	0
AC012307.2	0	0
AC012314.19	0	0
AC012314.20	0	0
AC012314.8	0.536727	1.02226
AC012322.1	0	0
AC012353.1	0	0
AC012354.6	0	0
AC012354.8	0	0
AC012358.4	3.1454	3.06473
AC012358.7	0	0
AC012358.8	0	0
AC012360.1	0	0
AC012360.4	0	0
AC012360.6	0	0
AC012361.1	0	0
AC012362.3	0	0
AC012363.1	0	0
AC012363.13	0	0
AC012363.2	0	0
AC012363.4	0	0
AC012363.7	0	0
AC012363.8	0	0
AC012365.1	0	0
AC012368.1	0	0
AC012370.2	0	0
AC012370.3	0	0
AC012414.1	0	0
AC012442.5	0	0
AC012442.6	0	0
AC012445.1	0	0
AC012451.1	0	0
AC012454.4	0	0
AC012456.3	0	0
AC012456.4	0	0
AC012462.1	0	0
AC012462.2	0	0
AC012462.3	0	0
AC012476.1	0	0
AC012485.2	0	0
AC012493.1	0	0
AC012494.1	0	0
AC012497.2	0	0
AC012499.1	0	0
AC012500.1	0	0
AC012501.2	0	0
AC012501.3	0	0
AC012506.1	0	0
AC012506.2	0	0
AC012506.3	0	0
AC012506.4	0	0
AC012507.3	6.18563	12.054
AC012507.4	0	0
AC012512.1	0	0
AC012513.4	0	0
AC012513.6	3.32015	0
AC012531.25	0	0
AC012593.1	0	0
AC012594.1	0	0
AC012603.1	0	0
AC012603.2	0	0
AC012613.2	0	0
AC012627.1	0	0
AC012640.1	0	0
AC012667.1	0	0
AC012668.1	0	0
AC012668.2	0	0
AC012668.3	0	0
AC012671.1	0	0
AC012671.2	0	0
AC012671.3	0	0
AC012671.4	0	0
AC013248.2	0	0
AC013251.1	0	0
AC013262.1	0	0
AC013264.2	0	0
AC013267.1	0	0
AC013268.1	0	0
AC013268.3	0	0
AC013268.4	0	0
AC013269.3	0	0
AC013269.4	0	0
AC013269.5	0	0
AC013271.3	0	0
AC013275.2	0	0
AC013286.1	0	0
AC013399.3	0	0
AC013401.1	0	0
AC013401.2	0	0
AC013402.1	0	0
AC013402.3	0	0
AC013402.4	0	0
AC013402.5	0	0
AC013403.13	0	0
AC013404.1	0	0
AC013406.1	0	0
AC013409.1	0	0
AC013410.1	0	0
AC013410.2	0	0
AC013429.4	0	0
AC013429.5	0	0
AC013436.6	0	0
AC013437.6	0	0
AC013437.7	0	0
AC013439.4	0	0
AC013442.1	0	0
AC013444.1	0	0
AC013444.2	0	0
AC013448.1	5.88969	6.21501
AC013448.2	0	0
AC013448.3	0	0
AC013460.1	1.89122	1.84272
AC013461.1	0	0
AC013463.2	0	0
AC013467.1	0	0
AC013470.6	0	0
AC013470.8	0	0
AC013472.3	0	0
AC013472.4	0	0
AC013474.4	0	0
AC013476.1	0	0
AC013477.1	0	0
AC013480.1	0	0
AC013480.2	0	0
AC013549.1	0	0
AC013553.1	0	0
AC013660.1	0	0
AC013701.1	0	0
AC013722.1	0	0
AC013727.1	0	0
AC013727.2	0	0
AC013733.3	0	0
AC013733.4	0	0
AC013734.1	0	0
AC013737.1	0	0
AC013738.1	0	0
AC013751.1	0	0
AC015600.1	0	0
AC015688.3	0	0
AC015691.13	0	0
AC015720.1	0	0
AC015726.1	0	0
AC015818.6	0	0
AC015820.1	0	0
AC015849.12	0	0
AC015849.13	0	0
AC015849.14	0	0
AC015849.16	0	0
AC015849.19	6.72072	0
AC015849.2	0	0
AC015883.1	0	0
AC015884.1	0	0
AC015909.1	230.677	454.024
AC015922.5	0	0
AC015922.6	0	0
AC015922.7	0	0
AC015923.1	0	0
AC015923.2	0	0
AC015933.2	0	0
AC015936.3	0	0
AC015969.3	0	0
AC015971.1	0	0
AC015971.2	5.782107	6.216173038
AC015971.3	0	0
AC015977.5	0	0
AC015977.6	0	0
AC015987.1	0	0
AC016113.1	0	0
AC016142.1	0	0
AC016194.1	0	0
AC016292.1	0	0
AC016292.3	0	0
AC016405.1	0	0
AC016543.1	0	0
AC016549.1	0	0
AC016561.1	0	0
AC016575.1	0	0
AC016576.1	0	0
AC016577.1	0	0
AC016582.2	0	0
AC016597.1	0	0
AC016629.3	0	0
AC016629.7	0	0
AC016644.1	0	0
AC016656.1	0	0
AC016670.1	0	0
AC016682.1	0	0
AC016683.5	5.39524	0
AC016691.2	0	0
AC016694.2	0	0
AC016696.1	0	0
AC016700.2	0	0
AC016700.4	0	0
AC016700.5	0	0
AC016700.6	0	0
AC016706.1	0	0
AC016708.2	0	0
AC016710.1	0	0
AC016712.1	0	0
AC016712.2	13.4645	21.7133
AC016712.3	0	0
AC016716.1	0	0
AC016716.2	0	0
AC016717.1	0	0
AC016722.3	0	0
AC016722.4	1.18722	0
AC016723.4	0	0
AC016724.6	0	0
AC016727.1	0	0
AC016727.3	0	0
AC016730.1	0	0
AC016730.2	0	0
AC016732.2	0	0
AC016734.1	0	0
AC016734.2	0	0
AC016735.1	0	0
AC016735.2	0	0
AC016735.3	0	0
AC016738.3	0	0
AC016738.4	0	0
AC016739.1	0	0
AC016739.2	1173.02	1088.45
AC016743.1	0	0
AC016745.3	0	0
AC016747.1	223.009	0
AC016747.3	6.56983	12.80263
AC016751.2	0	0
AC016751.3	0	0
AC016753.1	0	0
AC016753.2	0	0
AC016757.3	0	0
AC016764.1	0	0
AC016768.1	0	0
AC016772.4	0	0
AC016819.1	0	0
AC016821.1	0	0
AC016821.2	0	0
AC016831.3	0	0
AC016831.5	0	0
AC016831.6	0	0
AC016831.7	0	0
AC016866.1	0	0
AC016894.1	0	0
AC016903.1	0	0
AC016903.2	0	0
AC016907.1	0	0
AC016907.2	0	0
AC016907.3	0	0
AC016908.1	0	0
AC016909.1	0	0
AC016909.2	0	0
AC016910.1	0	0
AC016912.3	0	0
AC016959.1	0	0
AC016970.1	0	0
AC016987.1	0	0
AC016993.1	0	0
AC016994.2	0	0
AC016995.3	0	0
AC016999.2	0	0
AC017002.1	0	0
AC017002.2	0	0
AC017002.4	0	0
AC017006.2	0	0
AC017006.3	0	0
AC017019.1	0	0
AC017020.1	0	0
AC017020.2	0	0
AC017028.1	0	0
AC017028.10	29.3373	0
AC017028.11	0	0
AC017028.12	0	0
AC017028.2	0	0
AC017028.3	0	0
AC017028.4	0	0
AC017028.5	0	0
AC017028.6	0	0
AC017028.7	0	0
AC017028.8	0	0
AC017028.9	0	0
AC017035.2	2.1204	4.13203
AC017048.1	0	0
AC017048.2	0	0
AC017053.1	0	0
AC017060.1	0	0
AC017074.1	0	0
AC017074.2	0	0
AC017074.3	0	0
AC017076.1	0	0
AC017078.1	0	0
AC017079.3	0	0
AC017079.4	0	0
AC017080.1	0	0
AC017081.1	0	0
AC017081.2	0	0
AC017083.1	0	0
AC017083.2	0	0
AC017084.1	0	0
AC017101.10	0	0
AC017104.1	0	0
AC017104.2	10.5273	0
AC017104.3	0	0
AC017104.4	0	0
AC017104.6	0	0
AC017116.11	0	0
AC018359.1	0	0
AC018359.3	0	0
AC018361.1	0	0
AC018442.1	0	0
AC018450.1	0	0
AC018462.2	22.1362	15.7103
AC018463.1	0	0
AC018463.4	0	0
AC018463.5	0	0
AC018495.3	0	0
AC018512.1	0	0
AC018616.1	0	0
AC018618.1	0	0
AC018628.1	0	0
AC018634.9	0	0
AC018635.1	0	0
AC018641.7	0	0
AC018643.4	0	0
AC018647.3	0	0
AC018685.1	0	0
AC018685.2	0	0
AC018688.1	0	0
AC018690.1	0	0
AC018693.5	0	0
AC018693.6	0	0
AC018696.1	0	0
AC018696.4	0	0
AC018712.2	0	0
AC018717.1	0	0
AC018717.2	0	0
AC018730.4	0	0
AC018731.3	0	0
AC018735.1	0	0
AC018737.1	0	0
AC018737.3	0	0
AC018738.2	0	0
AC018742.1	0	0
AC018755.16	0	0
AC018755.17	0	0
AC018755.18	0	0
AC018761.1	0	0
AC018766.4	45.29	63.509
AC018766.6	0	0
AC018767.1	0	0
AC018799.1	0	0
AC018804.1	0	0
AC018804.3	0	0
AC018804.6	0	0
AC018804.7	0	0
AC018816.1	0	0
AC018816.3	0	0
AC018832.1	0	0
AC018865.11	0	0
AC018865.5	0	0
AC018866.1	0	0
AC018867.1	0	0
AC018878.3	0	0
AC018880.1	0	0
AC018880.2	0	0
AC018890.4	0	0
AC018890.6	0	0
AC018892.3	0	0
AC018892.8	0	0
AC018892.9	2.92513	5.70021
AC018902.1	0	0
AC019011.1	0	0
AC019046.1	0	0
AC019048.1	0	0
AC019050.1	0	0
AC019051.1	0	0
AC019055.1	0	0
AC019058.1	0	0
AC019064.1	0	0
AC019070.1	0	0
AC019080.1	0	0
AC019084.7	0	0
AC019097.7	12.5709	7.36651
AC019109.1	0	0
AC019117.1	0	0
AC019117.2	0	0
AC019118.3	0	0
AC019118.4	0	0
AC019129.1	0	0
AC019129.2	0	0
AC019131.1	0	0
AC019171.1	0	0
AC019172.2	0	0
AC019178.2	0	0
AC019178.3	0	7.94226
AC019181.2	0	0
AC019181.3	17.4959	34.0944
AC019185.2	0	0
AC019185.3	0	0
AC019185.4	4.85136	10.6609
AC019186.1	0	0
AC019196.1	299.048	530.927
AC019198.1	0	0
AC019205.1	0	0
AC019206.1	0	0
AC019322.1	0	0
AC019330.1	0	0
AC019330.2	0	0
AC019349.5	0	0
AC020550.7	0	0
AC020571.3	0	0
AC020594.5	27.9465	27.2297
AC020595.1	0	0
AC020606.1	0	0
AC020626.1	0	0
AC020636.1	0	0
AC020689.1	0	0
AC020703.1	0	0
AC020703.2	0	0
AC020743.2	0	0
AC020743.3	0	0
AC020743.4	0	0
AC020900.1	0	0
AC020915.1	241.804	484.274
AC020915.2	0	0
AC020921.1	0	0
AC020922.1	0	0
AC020931.1	0	0
AC020934.1	5.45586	21.2665
AC020951.1	1.87516	1.82671
AC020956.3	0	0
AC020983.5	0	0
AC021016.7	0	0
AC021021.1	0	0
AC021021.2	0	0
AC021037.1	0	0
AC021037.2	0	0
AC021052.1	5.45586	21.2665
AC021066.1	0	0
AC021078.1	0	0
AC021087.1	0	0
AC021106.1	0	0
AC021134.1	0	0
AC021188.4	0	0
AC021192.1	0	0
AC021205.1	0	0
AC021205.2	0	0
AC021218.2	0	0
AC021224.1	0	0
AC021231.1	0	0
AC021523.1	0	0
AC021613.1	278.655	0
AC021654.1	0	0
AC021660.1	0	0
AC021749.1	0	0
AC021760.1	0	0
AC021876.4	0	0
AC021887.1	0	0
AC021914.1	0	0
AC022007.5	9.28474	8.94523
AC022021.1	0	0
AC022073.1	0	0
AC022098.1	0	0
AC022098.2	0	0
AC022101.1	0	0
AC022120.1	0	0
AC022142.1	0	0
AC022153.1	0	0
AC022154.7	0	0
AC022173.2	0	0
AC022182.1	0	0
AC022182.2	0	0
AC022182.3	8.82858	11.4695
AC022201.4	0	0
AC022201.5	0	0
AC022210.1	0	0
AC022210.2	4.37307	8.55624
AC022384.1	0	0
AC022384.2	0	0
AC022395.1	0	0
AC022405.1	0	0
AC022431.3	0	0
AC022483.1	0	0
AC022486.1	0	0
AC022537.1	0	0
AC022538.1	0	0
AC022616.1	0	0
AC022616.2	0	0
AC022681.1	0	0
AC022716.1	0	0
AC022816.2	0	0
AC022819.1	0	0
AC022819.2	0	0
AC022819.3	0.657928	0
AC022872.1	0	0
AC022909.1	0	0
AC023049.1	0	0
AC023050.1	0	0
AC023115.2	0	0
AC023115.4	0	0
AC023128.1	0	0
AC023128.2	0	0
AC023137.2	0	0
AC023157.1	0	0
AC023158.1	0	0
AC023271.1	0	0
AC023274.1	0	0
AC023274.4	0	0
AC023274.6	0	0
AC023283.1	0	0
AC023310.1	0	0
AC023347.1	0	0
AC023347.2	0	0
AC023380.1	0	0
AC023385.1	0	0
AC023449.2	0	0
AC023469.1	0	0
AC023469.2	0	0
AC023481.1	0	0
AC023513.1	0	0
AC023590.1	4.75863	7.16433
AC023593.1	0	0
AC023669.1	0	0
AC023798.1	0	0
AC023818.1	0	0
AC023824.1	0	0
AC023855.1	0	0
AC023992.1	0	0
AC024028.1	0	0
AC024060.1	0	0
AC024067.1	0	0
AC024082.1	0	0
AC024082.3	0	0
AC024082.4	0	0
AC024084.1	0	0
AC024084.2	0	0
AC024132.1	0	0
AC024158.1	0	0
AC024162.2	0	0
AC024198.1	0	0
AC024361.1	0	0
AC024475.1	0	0
AC024560.2	0	0
AC024560.3	17.128880000000002	17.72654
AC024568.1	0	0
AC024569.1	0	0
AC024571.1	0	0
AC024590.1	0	0
AC024592.12	29.18	28.0151
AC024592.9	0	0
AC024610.1	0	0
AC024619.2	0	0
AC024651.1	0	0
AC024704.2	8.95063	0
AC024896.1	0	0
AC024908.1	0	0
AC024937.1	0	0
AC024937.2	0	0
AC024937.4	0	0
AC024937.6	0	0
AC024995.1	0	0
AC024996.1	0	0
AC025016.1	0	0
AC025038.1	0	0
AC025156.1	0	0
AC025165.8	0	0
AC025166.1	0	0
AC025171.1	10.388950000000001	9.0357
AC025263.3	0	10.429
AC025279.1	0	0
AC025280.1	0	0
AC025284.1	0	0
AC025300.1	0	0
AC025335.1	2.47627	4.16263
AC025442.3	0	0
AC025458.1	0	0
AC025470.1	0	0
AC025540.1	0	0
AC025594.1	0	0
AC025627.1	0	0
AC025674.1	0	0
AC025678.1	0	0
AC025750.5	0	0
AC025750.7	0	0
AC025811.3	0	0
AC025918.1	0	0
AC025918.2	0	0
AC026150.1	0	0
AC026150.2	0	0
AC026150.6	0	0
AC026150.8	7.7382	7.53972
AC026166.1	0	0
AC026167.1	0	0
AC026185.1	0	0
AC026188.1	0	0
AC026202.3	0	0
AC026202.5	0	0
AC026241.1	0	0
AC026248.1	0	0
AC026254.1	0	0
AC026271.5	0	9.87696
AC026305.1	0	0
AC026318.1	0	0
AC026357.1	0	0
AC026366.1	0	0
AC026367.1	0	0
AC026393.1	0	0
AC026403.1	0	0
AC026423.1	0	0
AC026426.1	0	0
AC026449.1	0	0
AC026471.6	0	0
AC026495.1	0	0
AC026512.1	0	0
AC026700.1	0	0
AC026703.1	0	0
AC026797.1	0	0
AC026799.1	0	0
AC026803.1	2829.65	3277.14
AC026877.1	0	0
AC026904.1	0	0
AC026951.1	0	0
AC026954.6	0	0
AC026956.1	0	0
AC026992.1	0	0
AC027088.1	0	0
AC027119.1	0	0
AC027124.2	0	0
AC027124.3	0	0
AC027238.1	0	0
AC027281.1	0	0
AC027288.1	0	0
AC027288.2	0	0
AC027307.1	0	0
AC027307.2	0	0
AC027319.1	0	0
AC027319.2	0	0
AC027319.3	0	0
AC027320.1	0	0
AC027347.1	0	0
AC027348.1	231.875	0
AC027506.1	0	0
AC027601.1	6.30612	6.14439
AC027612.1	0	0
AC027612.2	0	0
AC027612.3	0	0
AC027612.4	0	0
AC027612.6	0	0
AC027806.1	0	0
AC027811.1	0	0
AC034110.1	0	0
AC034187.1	0	0
AC034187.2	0	0
AC034187.3	0	0
AC034187.4	0	0
AC034187.5	0	0
AC034198.1	0	0
AC034198.7	0	0
AC034205.1	0	0
AC034220.3	20.0236	19.51
AC034228.2	0	0
AC034228.3	0	0
AC034228.4	0	0
AC034236.1	0	0
AC034236.2	0	0
AC034243.1	0	0
AC035144.1	0	0
AC036178.1	0	0
AC037445.1	0	0
AC037459.4	3.60793	0
AC040162.1	0	0
AC041039.1	427.966	386.371
AC044860.1	0	0
