feature	sample	value
B_cells_memory	TCGA-GN-A26D	0.015906295327123
B_cells_memory	TCGA-GN-A4U3	0
B_cells_memory	TCGA-GN-A4U4	0.208928973417651
B_cells_memory	TCGA-GN-A4U5	0.00251631423967742
B_cells_memory	TCGA-GN-A4U7	0.0879983577163253
B_cells_memory	TCGA-GN-A4U8	0.0326468814145037
B_cells_memory	TCGA-GN-A4U9	0
B_cells_memory	TCGA-GN-A8LK	0
B_cells_memory	TCGA-GN-A8LL	0.0604735918131769
B_cells_memory	TCGA-GN-A8LN	0.130164520826105
B_cells_memory	TCGA-GN-A9SD	0
B_cells_memory	TCGA-GR-7351	0.268291857512769
B_cells_memory	TCGA-GR-7353	0.493471089810802
B_cells_memory	TCGA-GR-A4D4	0.0110517386880794
B_cells_memory	TCGA-GR-A4D5	0.284324054044525
B_cells_memory	TCGA-GR-A4D6	0.265005726846176
B_cells_memory	TCGA-GR-A4D9	0.105582777320189
B_cells_memory	TCGA-GS-A9TQ	0.0617451603070334
B_cells_memory	TCGA-GS-A9TT	0.511881738847795
B_cells_memory	TCGA-GS-A9TU	0.0470962876750815
B_cells_memory	TCGA-GS-A9TV	0.0683575281225681
B_cells_memory	TCGA-GS-A9TW	0.257968933130359
B_cells_memory	TCGA-GS-A9TX	0.197180853543559
B_cells_memory	TCGA-GS-A9TY	0.445786664838664
B_cells_memory	TCGA-GS-A9TZ	0.108113885278619
B_cells_memory	TCGA-GS-A9U3	0.123494445863093
B_cells_memory	TCGA-GS-A9U4	0.10029676359622
B_cells_memory	TCGA-GU-A42P	0.0422493927699693
B_cells_memory	TCGA-GU-A42Q	0.0744938669628178
B_cells_memory	TCGA-GU-A42R	0.169939217719149
B_cells_memory	TCGA-GU-A762	0
B_cells_memory	TCGA-GU-A763	0.114609957526746
B_cells_memory	TCGA-GU-A764	0.0169562176496437
B_cells_memory	TCGA-GU-A766	0
B_cells_memory	TCGA-GU-A767	0.0605788479113622
B_cells_memory	TCGA-GU-AATO	0.00681300849738014
B_cells_memory	TCGA-GU-AATP	0
B_cells_memory	TCGA-GU-AATQ	0.0852575883224529
B_cells_memory	TCGA-GV-A3JV	0
B_cells_memory	TCGA-GV-A3JW	0.161228567039872
B_cells_memory	TCGA-GV-A3JX	0
B_cells_memory	TCGA-GV-A3JZ	0
B_cells_memory	TCGA-GV-A3QF	0.15824301508824
B_cells_memory	TCGA-GV-A3QG	0
B_cells_memory	TCGA-GV-A3QH	0.110764821294098
B_cells_memory	TCGA-GV-A3QI	0.0226402911600564
B_cells_memory	TCGA-GV-A3QK	0.0534407491224388
B_cells_memory	TCGA-GV-A40E	0.0376671780975926
B_cells_memory	TCGA-GV-A40G	0.0683302710396076
B_cells_memory	TCGA-GV-A6ZA	0.0246036197520673
B_cells_memory	TCGA-H2-A26U	0
B_cells_memory	TCGA-H2-A2K9	0.0770168004387314
B_cells_memory	TCGA-H2-A3RH	0.10041124314323
B_cells_memory	TCGA-H2-A3RI	0
B_cells_memory	TCGA-H2-A421	0
B_cells_memory	TCGA-H2-A422	0.0211674160709045
B_cells_memory	TCGA-H4-A2HO	0
B_cells_memory	TCGA-H4-A2HQ	0
B_cells_memory	TCGA-H5-A2HR	0.0448129479059548
B_cells_memory	TCGA-H6-8124	0
B_cells_memory	TCGA-H6-A45N	0.0651661301887515
B_cells_memory	TCGA-H7-7774	0
B_cells_memory	TCGA-H7-8501	0
B_cells_memory	TCGA-H7-8502	0
B_cells_memory	TCGA-H7-A6C4	0
B_cells_memory	TCGA-H7-A76A	0.0387610608237143
B_cells_memory	TCGA-H9-7775	0.0175078218443717
B_cells_memory	TCGA-HB-A2OT	0.00734497319294282
B_cells_memory	TCGA-HB-A3L4	0
B_cells_memory	TCGA-HB-A3YV	0
B_cells_memory	TCGA-HB-A43Z	0
B_cells_memory	TCGA-HB-A5W3	0
B_cells_memory	TCGA-HC-7075	0.0522645821166525
B_cells_memory	TCGA-HC-7077	0
B_cells_memory	TCGA-HC-7078	0
B_cells_memory	TCGA-HC-7079	0.108828196872524
B_cells_memory	TCGA-HC-7080	0.0534591124129981
B_cells_memory	TCGA-HC-7081	0
B_cells_memory	TCGA-HC-7209	0.0156929760018971
B_cells_memory	TCGA-HC-7210	0
B_cells_memory	TCGA-HC-7211	0
B_cells_memory	TCGA-HC-7212	0.016310327251065
B_cells_memory	TCGA-HC-7213	0
B_cells_memory	TCGA-HC-7230	0.0126130778473961
B_cells_memory	TCGA-HC-7231	0
B_cells_memory	TCGA-HC-7232	0
B_cells_memory	TCGA-HC-7233	0
B_cells_memory	TCGA-HC-7736	0
B_cells_memory	TCGA-HC-7737	0
B_cells_memory	TCGA-HC-7740	0
B_cells_memory	TCGA-HC-7742	0
B_cells_memory	TCGA-HC-7744	0.0486298047309195
B_cells_memory	TCGA-HC-7747	0.009951291051553
B_cells_memory	TCGA-HC-7748	0
B_cells_memory	TCGA-HC-7749	0
B_cells_memory	TCGA-HC-7750	0
B_cells_memory	TCGA-HC-7818	0
B_cells_memory	TCGA-HC-7820	0
B_cells_memory	TCGA-HC-7821	0.0684427820981794
B_cells_memory	TCGA-HC-8213	0.0170465119671511
B_cells_memory	TCGA-HC-8216	0
B_cells_memory	TCGA-HC-8256	0.00368281676671908
B_cells_memory	TCGA-HC-8257	0.0130268978947611
B_cells_memory	TCGA-HC-8258	0
B_cells_memory	TCGA-HC-8260	0.00424837321564396
B_cells_memory	TCGA-HC-8261	0
B_cells_memory	TCGA-HC-8262	0
B_cells_memory	TCGA-HC-8264	0.00441077605486574
B_cells_memory	TCGA-HC-8265	0
B_cells_memory	TCGA-HC-8266	0.0274537515394457
B_cells_memory	TCGA-HC-A48F	0.0451869810517726
B_cells_memory	TCGA-HC-A4ZV	0.0399499513961056
B_cells_memory	TCGA-HC-A631	0
B_cells_memory	TCGA-HC-A632	0.0818667204801434
B_cells_memory	TCGA-HC-A76W	0.0771935173266712
B_cells_memory	TCGA-HC-A76X	0.0282423457287636
B_cells_memory	TCGA-HC-A8CY	0.0396797129009672
B_cells_memory	TCGA-HC-A8D0	0
B_cells_memory	TCGA-HC-A8D1	0
B_cells_memory	TCGA-HC-A9TE	0.0448620572047422
B_cells_memory	TCGA-HC-A9TH	0.0301624286252751
B_cells_memory	TCGA-HD-7229	0
B_cells_memory	TCGA-HD-7753	0
B_cells_memory	TCGA-HD-7754	0
B_cells_memory	TCGA-HD-7831	0.00533028669816522
B_cells_memory	TCGA-HD-7832	0
B_cells_memory	TCGA-HD-7917	0.0361576051709359
B_cells_memory	TCGA-HD-8224	0.0491976582149304
B_cells_memory	TCGA-HD-8314	0
B_cells_memory	TCGA-HD-8634	0.0488190923870866
B_cells_memory	TCGA-HD-8635	0
B_cells_memory	TCGA-HD-A4C1	0
B_cells_memory	TCGA-HD-A633	0.00204899392926414
B_cells_memory	TCGA-HD-A634	0.0912594104569373
B_cells_memory	TCGA-HD-A6HZ	0
B_cells_memory	TCGA-HD-A6I0	0.0180633119412693
B_cells_memory	TCGA-HE-7128	0
B_cells_memory	TCGA-HE-7129	0.0181963143218244
B_cells_memory	TCGA-HE-A5NF	0.015179834584791701
B_cells_memory	TCGA-HE-A5NH	0.0238742445237474
B_cells_memory	TCGA-HE-A5NI	0.0597767815394334
B_cells_memory	TCGA-HE-A5NJ	0.0726294651074863
B_cells_memory	TCGA-HE-A5NL	0.0453754325658571
B_cells_memory	TCGA-HF-7132	0.0719544272255964
B_cells_memory	TCGA-HF-7133	4.42675458911815e-4
B_cells_memory	TCGA-HF-7136	0
B_cells_memory	TCGA-HF-A5NB	0
B_cells_memory	TCGA-HG-A2PA	0
B_cells_memory	TCGA-HI-7168	0.0261485922298305
B_cells_memory	TCGA-HI-7170	0
B_cells_memory	TCGA-HI-7171	0
B_cells_memory	TCGA-HL-7533	0
B_cells_memory	TCGA-HM-A3JJ	0
B_cells_memory	TCGA-HM-A3JK	0.0218074688569337
B_cells_memory	TCGA-HM-A4S6	0
B_cells_memory	TCGA-HM-A6W2	0
B_cells_memory	TCGA-HN-A2NL	0
B_cells_memory	TCGA-HN-A2OB	0
B_cells_memory	TCGA-HP-A5MZ	0
B_cells_memory	TCGA-HP-A5N0	0.0158792097131234
B_cells_memory	TCGA-HQ-A2OE	0.0117865944221587
B_cells_memory	TCGA-HQ-A5ND	0.0221196801481032
B_cells_memory	TCGA-HQ-A5NE	0.0311265276413672
B_cells_memory	TCGA-HR-A2OG	0.0150344435711944
B_cells_memory	TCGA-HR-A2OH	0.0517123377606117
B_cells_memory	TCGA-HR-A5NC	0
B_cells_memory	TCGA-HS-A5N7	0.0441505159555733
B_cells_memory	TCGA-HS-A5N8	0.00319221805601541
B_cells_memory	TCGA-HS-A5NA	0
B_cells_memory	TCGA-HT-7467	0
B_cells_memory	TCGA-HT-7468	0
B_cells_memory	TCGA-HT-7469	0.00398741562252985
B_cells_memory	TCGA-HT-7470	0.1257454964627
B_cells_memory	TCGA-HT-7471	0.00477142691432106
B_cells_memory	TCGA-HT-7472	0.00592458917635477
B_cells_memory	TCGA-HT-7473	0.0290836577572374
B_cells_memory	TCGA-HT-7474	0.0322364133999448
B_cells_memory	TCGA-HT-7475	0
B_cells_memory	TCGA-HT-7476	0
B_cells_memory	TCGA-HT-7477	0
B_cells_memory	TCGA-HT-7478	0.00240061528929201
B_cells_memory	TCGA-HT-7479	0
B_cells_memory	TCGA-HT-7480	0.0972258235273888
B_cells_memory	TCGA-HT-7481	0.0426919486122662
B_cells_memory	TCGA-HT-7482	0
B_cells_memory	TCGA-HT-7483	0.0037679858759759
B_cells_memory	TCGA-HT-7485	0.00918022999557427
B_cells_memory	TCGA-HT-7601	0
B_cells_memory	TCGA-HT-7602	0.00587152330485958
B_cells_memory	TCGA-HT-7603	0.132268173328469
B_cells_memory	TCGA-HT-7604	0.0591001894860207
B_cells_memory	TCGA-HT-7605	0.0366977719428599
B_cells_memory	TCGA-HT-7606	0
B_cells_memory	TCGA-HT-7607	0.0199809467803632
B_cells_memory	TCGA-HT-7608	0.0247428233854205
B_cells_memory	TCGA-HT-7609	0.0118130124666529
B_cells_memory	TCGA-HT-7610	0.0652027299734189
B_cells_memory	TCGA-HT-7611	0
B_cells_memory	TCGA-HT-7616	0
B_cells_memory	TCGA-HT-7620	0.0714484376719782
B_cells_memory	TCGA-HT-7676	0.00266035903144593
B_cells_memory	TCGA-HT-7677	0.068320173368005
B_cells_memory	TCGA-HT-7680	0.00121259462668039
B_cells_memory	TCGA-HT-7681	0.0388025560757715
B_cells_memory	TCGA-HT-7684	0.0221663629541109
B_cells_memory	TCGA-HT-7686	0.0228543581004085
B_cells_memory	TCGA-HT-7687	0
B_cells_memory	TCGA-HT-7688	0.0513426503770272
B_cells_memory	TCGA-HT-7689	0.0181230290100547
B_cells_memory	TCGA-HT-7690	0.0230506654420141
B_cells_memory	TCGA-HT-7691	0.00700048324826533
B_cells_memory	TCGA-HT-7692	0.0058308040673494
B_cells_memory	TCGA-HT-7693	0.0316958949277539
B_cells_memory	TCGA-HT-7694	0.0641959346036457
B_cells_memory	TCGA-HT-7695	0.0425611764140464
B_cells_memory	TCGA-HT-7854	0.0271148747232704
B_cells_memory	TCGA-HT-7855	0
B_cells_memory	TCGA-HT-7856	0
B_cells_memory	TCGA-HT-7857	0.00316092384600145
B_cells_memory	TCGA-HT-7858	0.0363536893039834
B_cells_memory	TCGA-HT-7860	0
B_cells_memory	TCGA-HT-7873	0.00284031393770656
B_cells_memory	TCGA-HT-7874	0.0726654625938559
B_cells_memory	TCGA-HT-7875	0.0936224198773845
B_cells_memory	TCGA-HT-7877	0.163457002453729
B_cells_memory	TCGA-HT-7879	0.0199559631676609
B_cells_memory	TCGA-HT-7880	0.078429161459195
B_cells_memory	TCGA-HT-7881	0.110108694923224
B_cells_memory	TCGA-HT-7882	0
B_cells_memory	TCGA-HT-7884	0.0450741010534084
B_cells_memory	TCGA-HT-7902	0.0758130312272734
B_cells_memory	TCGA-HT-8010	0.0846852294061094
B_cells_memory	TCGA-HT-8011	0
B_cells_memory	TCGA-HT-8012	0.034825789933237
B_cells_memory	TCGA-HT-8013	0.00917160373450902
B_cells_memory	TCGA-HT-8015	0.0254235023342992
B_cells_memory	TCGA-HT-8018	0.015744738065853
B_cells_memory	TCGA-HT-8019	0.092004044745538
B_cells_memory	TCGA-HT-8104	0.00287335974863811
B_cells_memory	TCGA-HT-8105	0.0642066354301281
B_cells_memory	TCGA-HT-8106	0.0758885139598833
B_cells_memory	TCGA-HT-8107	0.0591605392117957
B_cells_memory	TCGA-HT-8108	0.00302802282138189
B_cells_memory	TCGA-HT-8109	0
B_cells_memory	TCGA-HT-8110	0
B_cells_memory	TCGA-HT-8111	0.01996571116256
B_cells_memory	TCGA-HT-8113	0.113586619915959
B_cells_memory	TCGA-HT-8114	0.0182733208752675
B_cells_memory	TCGA-HT-8558	0.237310571213581
B_cells_memory	TCGA-HT-8563	0.0066978915150588
B_cells_memory	TCGA-HT-8564	0
B_cells_memory	TCGA-HT-A4DS	3.31548489924464e-4
B_cells_memory	TCGA-HT-A4DV	0.0939007990381428
B_cells_memory	TCGA-HT-A5R5	0.046528770945599
B_cells_memory	TCGA-HT-A5R7	0.07640223254194
B_cells_memory	TCGA-HT-A5R9	0.0257595348225519
B_cells_memory	TCGA-HT-A5RA	0.0650649565669833
B_cells_memory	TCGA-HT-A5RB	0.166906758503715
B_cells_memory	TCGA-HT-A5RC	0.0127918269079547
B_cells_memory	TCGA-HT-A614	0.0172992264677034
B_cells_memory	TCGA-HT-A615	0
B_cells_memory	TCGA-HT-A616	0.0302595688185033
B_cells_memory	TCGA-HT-A617	0.0965669308696022
B_cells_memory	TCGA-HT-A618	0.00616798693031391
B_cells_memory	TCGA-HT-A61A	0.10625019419471
B_cells_memory	TCGA-HT-A61B	0.00352904769627727
B_cells_memory	TCGA-HT-A61C	0.00123535838402219
B_cells_memory	TCGA-HT-A74H	0.0374867462630256
B_cells_memory	TCGA-HT-A74J	0.144355726775955
B_cells_memory	TCGA-HT-A74K	0.121376628673888
B_cells_memory	TCGA-HT-A74L	0
B_cells_memory	TCGA-HT-A74O	0.0030418111345606
B_cells_memory	TCGA-HU-8249	0
B_cells_memory	TCGA-HU-8602	0
B_cells_memory	TCGA-HU-8604	0
B_cells_memory	TCGA-HU-8608	0
B_cells_memory	TCGA-HU-8610	0
B_cells_memory	TCGA-HU-A4G2	0
B_cells_memory	TCGA-HU-A4G3	0.0346870976118574
B_cells_memory	TCGA-HU-A4G6	0
B_cells_memory	TCGA-HU-A4G8	0.0996865085429821
B_cells_memory	TCGA-HU-A4G9	0.0478677271141849
B_cells_memory	TCGA-HU-A4GC	0
B_cells_memory	TCGA-HU-A4GD	0
B_cells_memory	TCGA-HU-A4GF	0
B_cells_memory	TCGA-HU-A4GH	0
B_cells_memory	TCGA-HU-A4GN	0.0672669994149401
B_cells_memory	TCGA-HU-A4GP	0.0637180198399881
B_cells_memory	TCGA-HU-A4GQ	0
B_cells_memory	TCGA-HU-A4GT	0
B_cells_memory	TCGA-HU-A4GU	0
B_cells_memory	TCGA-HU-A4GX	0.0128955430465202
B_cells_memory	TCGA-HU-A4GY	0.0953604757163181
B_cells_memory	TCGA-HU-A4H0	0
B_cells_memory	TCGA-HU-A4H2	0.0774345241427039
B_cells_memory	TCGA-HU-A4H3	0
B_cells_memory	TCGA-HU-A4H4	0.0685062868244064
B_cells_memory	TCGA-HU-A4H5	0.0434094416824009
B_cells_memory	TCGA-HU-A4H6	0.0445784561761392
B_cells_memory	TCGA-HU-A4H8	0.0763722996291391
B_cells_memory	TCGA-HU-A4HD	0
B_cells_memory	TCGA-HV-A5A3	0.189959852610075
B_cells_memory	TCGA-HV-A5A4	0.0415049868743206
B_cells_memory	TCGA-HV-A5A5	0.0289588786530724
B_cells_memory	TCGA-HV-A5A6	0.0303751958147284
B_cells_memory	TCGA-HV-A7OL	0
B_cells_memory	TCGA-HV-AA8V	0
B_cells_memory	TCGA-HV-AA8X	0.0738490194486991
B_cells_memory	TCGA-HW-7486	0.0102704450321583
B_cells_memory	TCGA-HW-7487	0
B_cells_memory	TCGA-HW-7489	0.0401439038604318
B_cells_memory	TCGA-HW-7490	0.00936397011961401
B_cells_memory	TCGA-HW-7491	0
B_cells_memory	TCGA-HW-7493	0.0190804222155302
B_cells_memory	TCGA-HW-7495	0.108617789577269
B_cells_memory	TCGA-HW-8319	0.0419742744538535
B_cells_memory	TCGA-HW-8320	0
B_cells_memory	TCGA-HW-8321	0
B_cells_memory	TCGA-HW-8322	0.0729276847831907
B_cells_memory	TCGA-HW-A5KJ	0.00590085502686356
B_cells_memory	TCGA-HW-A5KK	0.00562272355103653
B_cells_memory	TCGA-HW-A5KL	0.0842099308330109
B_cells_memory	TCGA-HW-A5KM	0.00305052106274879
B_cells_memory	TCGA-HZ-7919	0
B_cells_memory	TCGA-HZ-7922	0.0151702766285054
B_cells_memory	TCGA-HZ-7925	0
B_cells_memory	TCGA-HZ-7926	0
B_cells_memory	TCGA-HZ-8001	0
B_cells_memory	TCGA-HZ-8002	0.020352981436724
B_cells_memory	TCGA-HZ-8003	0
B_cells_memory	TCGA-HZ-8005	0
B_cells_memory	TCGA-HZ-8315	0.0132943280392854
B_cells_memory	TCGA-HZ-8317	0
B_cells_memory	TCGA-HZ-8519	0
B_cells_memory	TCGA-HZ-8636	0.00224103417494461
B_cells_memory	TCGA-HZ-8637	0.0190004679447056
B_cells_memory	TCGA-HZ-A49G	0
B_cells_memory	TCGA-HZ-A49H	0
B_cells_memory	TCGA-HZ-A49I	0
B_cells_memory	TCGA-HZ-A4BH	0.0916543724094634
B_cells_memory	TCGA-HZ-A4BK	0.0217554380205681
B_cells_memory	TCGA-HZ-A77O	0.0102874508575263
B_cells_memory	TCGA-HZ-A77P	0
B_cells_memory	TCGA-HZ-A77Q	0
B_cells_memory	TCGA-HZ-A8P0	0.0410488546566606
B_cells_memory	TCGA-HZ-A8P1	0.0677997412092629
B_cells_memory	TCGA-HZ-A9TJ	0.015925160470231
B_cells_memory	TCGA-IA-A40U	0
B_cells_memory	TCGA-IA-A40X	0.0337173518991307
B_cells_memory	TCGA-IA-A40Y	0.0570406578281012
B_cells_memory	TCGA-IA-A83S	0.0452770840151913
B_cells_memory	TCGA-IA-A83T	0.0111808131931561
B_cells_memory	TCGA-IA-A83V	0.0281586422135604
B_cells_memory	TCGA-IA-A83W	0.0241779036211002
B_cells_memory	TCGA-IB-7644	0.0171806879055904
B_cells_memory	TCGA-IB-7645	0
B_cells_memory	TCGA-IB-7646	0
B_cells_memory	TCGA-IB-7647	0
B_cells_memory	TCGA-IB-7649	0
B_cells_memory	TCGA-IB-7651	0
B_cells_memory	TCGA-IB-7652	0.00363732032688583
B_cells_memory	TCGA-IB-7885	0.0403604506800326
B_cells_memory	TCGA-IB-7886	0.0205770646680641
B_cells_memory	TCGA-IB-7887	0
B_cells_memory	TCGA-IB-7888	0
B_cells_memory	TCGA-IB-7889	0.0673457944279918
B_cells_memory	TCGA-IB-7890	0
B_cells_memory	TCGA-IB-7891	0
B_cells_memory	TCGA-IB-7893	0.0241670526575702
B_cells_memory	TCGA-IB-7897	0
B_cells_memory	TCGA-IB-8126	0
B_cells_memory	TCGA-IB-8127	0
B_cells_memory	TCGA-IB-A5SO	0.188320310857694
B_cells_memory	TCGA-IB-A5SP	0.0135468747910637
B_cells_memory	TCGA-IB-A5SQ	0.0396809361318238
B_cells_memory	TCGA-IB-A5SS	0.0129714165180448
B_cells_memory	TCGA-IB-A5ST	0.00882819999145398
B_cells_memory	TCGA-IB-A6UF	0.0538935819456379
B_cells_memory	TCGA-IB-A6UG	0.0703131668287723
B_cells_memory	TCGA-IB-A7LX	0
B_cells_memory	TCGA-IB-A7M4	0.00458532130709174
B_cells_memory	TCGA-IB-AAUM	0.0658717975555281
B_cells_memory	TCGA-IB-AAUN	0
B_cells_memory	TCGA-IB-AAUO	0.0269341090840907
B_cells_memory	TCGA-IB-AAUP	0.105494025567068
B_cells_memory	TCGA-IB-AAUQ	0.00554073773106306
B_cells_memory	TCGA-IB-AAUR	0.00243200079797885
B_cells_memory	TCGA-IB-AAUS	0
B_cells_memory	TCGA-IB-AAUT	0
B_cells_memory	TCGA-IB-AAUU	0.0213302246094028
B_cells_memory	TCGA-IC-A6RE	0
B_cells_memory	TCGA-IE-A3OV	0
B_cells_memory	TCGA-IE-A4EH	0
B_cells_memory	TCGA-IE-A4EI	0.0443726304260409
B_cells_memory	TCGA-IE-A4EJ	0
B_cells_memory	TCGA-IE-A4EK	0.0083707393797451
B_cells_memory	TCGA-IE-A6BZ	0
B_cells_memory	TCGA-IF-A3RQ	0
B_cells_memory	TCGA-IF-A4AJ	6.06549811513302e-4
B_cells_memory	TCGA-IG-A3I8	0
B_cells_memory	TCGA-IG-A3QL	0.0694849793433252
B_cells_memory	TCGA-IG-A3Y9	0.0261070272705756
B_cells_memory	TCGA-IG-A3YA	0
B_cells_memory	TCGA-IG-A3YB	0.0278704913916847
B_cells_memory	TCGA-IG-A3YC	0
B_cells_memory	TCGA-IG-A4P3	0.0349630696046245
B_cells_memory	TCGA-IG-A4QS	0.0359113990352037
B_cells_memory	TCGA-IG-A50L	0
B_cells_memory	TCGA-IG-A51D	0.0373433882083269
B_cells_memory	TCGA-IG-A5B8	0.0177415829334261
B_cells_memory	TCGA-IG-A5S3	0
B_cells_memory	TCGA-IG-A625	0
B_cells_memory	TCGA-IG-A6QS	0.0480531451756284
B_cells_memory	TCGA-IG-A8O2	0.0181959310302672
B_cells_memory	TCGA-IG-A97H	0.0317833241689293
B_cells_memory	TCGA-IG-A97I	0.0126841411167549
B_cells_memory	TCGA-IH-A3EA	0.0169840167875376
B_cells_memory	TCGA-IK-7675	0
B_cells_memory	TCGA-IK-8125	0.0532016760734706
B_cells_memory	TCGA-IM-A3EB	0
B_cells_memory	TCGA-IM-A3ED	0.0499724736540446
B_cells_memory	TCGA-IM-A3U2	0.152398168992992
B_cells_memory	TCGA-IM-A3U3	0
B_cells_memory	TCGA-IM-A41Y	0.0519307070780785
B_cells_memory	TCGA-IM-A41Z	0
B_cells_memory	TCGA-IM-A420	0
B_cells_memory	TCGA-IM-A4EB	0.0974212616015865
B_cells_memory	TCGA-IN-7806	0.228619589172267
B_cells_memory	TCGA-IN-7808	0.191377509385364
B_cells_memory	TCGA-IN-8462	0
B_cells_memory	TCGA-IN-8663	0.021180085177321
B_cells_memory	TCGA-IN-A6RI	0.0237349248769954
B_cells_memory	TCGA-IN-A6RJ	0.0600693647400677
B_cells_memory	TCGA-IN-A6RL	0.0580687534774107
B_cells_memory	TCGA-IN-A6RN	0.0764102684206161
B_cells_memory	TCGA-IN-A6RO	0
B_cells_memory	TCGA-IN-A6RR	0
B_cells_memory	TCGA-IN-A6RS	0
B_cells_memory	TCGA-IN-A7NR	0
B_cells_memory	TCGA-IN-A7NT	0
B_cells_memory	TCGA-IN-A7NU	0
B_cells_memory	TCGA-IN-AB1V	0.224950909310449
B_cells_memory	TCGA-IN-AB1X	0
B_cells_memory	TCGA-IP-7968	0
B_cells_memory	TCGA-IQ-7630	0
B_cells_memory	TCGA-IQ-7632	0.0659487676377209
B_cells_memory	TCGA-IQ-A61E	0
B_cells_memory	TCGA-IQ-A61G	0.0497266547766086
B_cells_memory	TCGA-IQ-A61H	0
B_cells_memory	TCGA-IQ-A61I	0.0700192657563078
B_cells_memory	TCGA-IQ-A61J	0.0139234644195054
B_cells_memory	TCGA-IQ-A61O	0.00228740758003935
B_cells_memory	TCGA-IQ-A6SG	0
B_cells_memory	TCGA-IQ-A6SH	0
B_cells_memory	TCGA-IR-A3L7	0
B_cells_memory	TCGA-IR-A3LA	0
B_cells_memory	TCGA-IR-A3LB	0
B_cells_memory	TCGA-IR-A3LC	0
B_cells_memory	TCGA-IR-A3LF	0
B_cells_memory	TCGA-IR-A3LH	0
B_cells_memory	TCGA-IR-A3LI	0
B_cells_memory	TCGA-IR-A3LK	0
B_cells_memory	TCGA-IR-A3LL	0
B_cells_memory	TCGA-IS-A3K6	0
B_cells_memory	TCGA-IS-A3K7	0.0291370466202562
B_cells_memory	TCGA-IW-A3M4	0
B_cells_memory	TCGA-IW-A3M6	0.0108571695576717
B_cells_memory	TCGA-IZ-8195	0.0154720054310292
B_cells_memory	TCGA-IZ-8196	0
B_cells_memory	TCGA-IZ-A6M8	0.0139991229136808
B_cells_memory	TCGA-IZ-A6M9	0.0371260256961753
B_cells_memory	TCGA-J1-A4AH	0.161256104783439
B_cells_memory	TCGA-J2-8192	0.0239357894914392
B_cells_memory	TCGA-J2-8194	0
B_cells_memory	TCGA-J2-A4AD	0
B_cells_memory	TCGA-J2-A4AE	0
B_cells_memory	TCGA-J2-A4AG	0
B_cells_memory	TCGA-J4-8198	0.0345971133534568
B_cells_memory	TCGA-J4-8200	0.0185221365638479
B_cells_memory	TCGA-J4-A67T	6.29941860520514e-4
B_cells_memory	TCGA-J4-A6G1	0.0970471064690771
B_cells_memory	TCGA-J4-A6G3	0.0570095502662762
B_cells_memory	TCGA-J4-A6M7	0.0513197715260986
B_cells_memory	TCGA-J4-A83I	0
B_cells_memory	TCGA-J4-A83K	5.15723243833056e-4
B_cells_memory	TCGA-J4-A83L	0.0183022050175208
B_cells_memory	TCGA-J4-A83M	0
B_cells_memory	TCGA-J4-A83N	0.0445645507293419
B_cells_memory	TCGA-J4-AATV	0.0920459124354528
B_cells_memory	TCGA-J4-AATZ	0
B_cells_memory	TCGA-J4-AAU2	0
B_cells_memory	TCGA-J7-6720	0.0257914109218909
B_cells_memory	TCGA-J7-8537	0
B_cells_memory	TCGA-J7-A8I2	0.148895377793293
B_cells_memory	TCGA-J8-A3NZ	0
B_cells_memory	TCGA-J8-A3O0	0.0715342174613774
B_cells_memory	TCGA-J8-A3O1	0
B_cells_memory	TCGA-J8-A3O2	0
B_cells_memory	TCGA-J8-A3YD	0.0553489484559498
B_cells_memory	TCGA-J8-A3YE	0.0358105821050521
B_cells_memory	TCGA-J8-A3YF	0.0409825450706558
B_cells_memory	TCGA-J8-A3YG	0.0558715668057144
B_cells_memory	TCGA-J8-A3YH	0.0503422619615817
B_cells_memory	TCGA-J8-A42S	0.181597865734814
B_cells_memory	TCGA-J8-A4HW	0.0506953548936686
B_cells_memory	TCGA-J8-A4HY	0.0440513437442342
B_cells_memory	TCGA-J9-A52B	0
B_cells_memory	TCGA-J9-A52D	0
B_cells_memory	TCGA-J9-A8CK	0.0494405382203237
B_cells_memory	TCGA-J9-A8CL	0.0146396447820991
B_cells_memory	TCGA-J9-A8CM	0
B_cells_memory	TCGA-J9-A8CN	0.0473551472341312
B_cells_memory	TCGA-J9-A8CP	0
B_cells_memory	TCGA-JL-A3YW	0
B_cells_memory	TCGA-JL-A3YX	0.0179398981853646
B_cells_memory	TCGA-JU-AAVI	0
B_cells_memory	TCGA-JV-A5VE	0
B_cells_memory	TCGA-JV-A75J	0.00116570116384636
B_cells_memory	TCGA-JW-A5VG	0
B_cells_memory	TCGA-JW-A5VH	0
B_cells_memory	TCGA-JW-A5VI	0.0202165766565801
B_cells_memory	TCGA-JW-A5VJ	0
B_cells_memory	TCGA-JW-A5VK	0.00279758372262432
B_cells_memory	TCGA-JW-A69B	0
B_cells_memory	TCGA-JW-A852	0.155384952033378
B_cells_memory	TCGA-JW-AAVH	0.0613886911710192
B_cells_memory	TCGA-JX-A3PZ	0.0685200290329862
B_cells_memory	TCGA-JX-A3Q0	0
B_cells_memory	TCGA-JX-A3Q8	0
B_cells_memory	TCGA-JX-A5QV	0.0101419659890844
B_cells_memory	TCGA-JY-A6F8	0.0772369539283215
B_cells_memory	TCGA-JY-A6FB	0
B_cells_memory	TCGA-JY-A6FD	0.0132747183464929
